Grouping,Key_Tests,File_Name,Category,Control_Mode,Init_Strategy,Init_Fault_MVA,Init_Fault_X_on_R,Init_Vref_pu,Init_Vpoc_pu,Init_Qpoc_pu,Init_Pwind_MW,Init_Pbess_MW,Time_Steps,Vref_Deltas,DIR,Vslack_pu,Commands>,Table_Data,Grid_MVA_v,Grid_X2R_v,Vslack_pu_v,Pref_Wind_MW_v,Pref_BESS_MW_v,Infinite_Grid_v,Post_Init_Duration_s,Vref_pu_t,Vref_pu_v
,,s52513_VrefSteps_032,u1%,Droop,PPOC_VPOC_VREF,2500.0,5.0,1.035304868596648,1.05,-1.0,1100.0,0.0,"[0.5, 10.5]","[0.01, 0]",CSR_S52513,1.213987925185961,,"[[""Filename/Int. Ref."",""s52513_VrefSteps_032""],[""Fault Level [MVA]"",""2500.0""],[""X2R"",""5.0""],[""Vpoc [.pu]"",""1.0500""],[""Qpoc [.pu]"",""-1.0""],[""Pwind [MW]"",""1100.0""],[""Pbess [MW]"",""0.0""],[""t=0"",""steady-state""],[""Test Type"",""u1%""]]",2500.0,5.0,1.213987925185961,1100.0,0.0,0,10.5,"[0, 0.5, 10.5]","[1.035304868596648, 1.045304868596648, 1.045304868596648]"
,,s52513_VrefSteps_033,u1%,Droop,PPOC_VPOC_VREF,2500.0,5.0,1.035304868596648,1.05,-1.0,750.0,350.0,"[0.5, 10.5]","[0.01, 0]",CSR_S52513,1.213987925185961,,"[[""Filename/Int. Ref."",""s52513_VrefSteps_033""],[""Fault Level [MVA]"",""2500.0""],[""X2R"",""5.0""],[""Vpoc [.pu]"",""1.0500""],[""Qpoc [.pu]"",""-1.0""],[""Pwind [MW]"",""750.0""],[""Pbess [MW]"",""350.0""],[""t=0"",""steady-state""],[""Test Type"",""u1%""]]",2500.0,5.0,1.213987925185961,750.0,350.0,0,10.5,"[0, 0.5, 10.5]","[1.035304868596648, 1.045304868596648, 1.045304868596648]"
,,s52513_VrefSteps_034,u1%,Droop,PPOC_VPOC_VREF,2500.0,5.0,1.035304868596648,1.05,-1.0,0.0,-350.0,"[0.5, 10.5]","[0.01, 0]",CSR_S52513,1.2423519106943521,,"[[""Filename/Int. Ref."",""s52513_VrefSteps_034""],[""Fault Level [MVA]"",""2500.0""],[""X2R"",""5.0""],[""Vpoc [.pu]"",""1.0500""],[""Qpoc [.pu]"",""-1.0""],[""Pwind [MW]"",""0.0""],[""Pbess [MW]"",""-350.0""],[""t=0"",""steady-state""],[""Test Type"",""u1%""]]",2500.0,5.0,1.2423519106943521,0.0,-350.0,0,10.5,"[0, 0.5, 10.5]","[1.035304868596648, 1.045304868596648, 1.045304868596648]"
,,s52513_VrefSteps_035,u1%,Droop,PPOC_VPOC_VREF,2500.0,5.0,1.0375,1.0375,0.0,1100.0,0.0,"[0.5, 10.5]","[0.01, 0]",CSR_S52513,1.0410003819924034,,"[[""Filename/Int. Ref."",""s52513_VrefSteps_035""],[""Fault Level [MVA]"",""2500.0""],[""X2R"",""5.0""],[""Vpoc [.pu]"",""1.0375""],[""Qpoc [.pu]"",""0.0""],[""Pwind [MW]"",""1100.0""],[""Pbess [MW]"",""0.0""],[""t=0"",""steady-state""],[""Test Type"",""u1%""]]",2500.0,5.0,1.0410003819924034,1100.0,0.0,0,10.5,"[0, 0.5, 10.5]","[1.0375, 1.0475, 1.0475]"
,,s52513_VrefSteps_036,u1%,Droop,PPOC_VPOC_VREF,2500.0,5.0,1.0375,1.0375,0.0,750.0,350.0,"[0.5, 10.5]","[0.01, 0]",CSR_S52513,1.0410003819924034,,"[[""Filename/Int. Ref."",""s52513_VrefSteps_036""],[""Fault Level [MVA]"",""2500.0""],[""X2R"",""5.0""],[""Vpoc [.pu]"",""1.0375""],[""Qpoc [.pu]"",""0.0""],[""Pwind [MW]"",""750.0""],[""Pbess [MW]"",""350.0""],[""t=0"",""steady-state""],[""Test Type"",""u1%""]]",2500.0,5.0,1.0410003819924034,750.0,350.0,0,10.5,"[0, 0.5, 10.5]","[1.0375, 1.0475, 1.0475]"
,,s52513_VrefSteps_037,u1%,Droop,PPOC_VPOC_VREF,2500.0,5.0,1.0375,1.0375,0.0,0.0,-350.0,"[0.5, 10.5]","[0.01, 0]",CSR_S52513,1.072160205569776,,"[[""Filename/Int. Ref."",""s52513_VrefSteps_037""],[""Fault Level [MVA]"",""2500.0""],[""X2R"",""5.0""],[""Vpoc [.pu]"",""1.0375""],[""Qpoc [.pu]"",""0.0""],[""Pwind [MW]"",""0.0""],[""Pbess [MW]"",""-350.0""],[""t=0"",""steady-state""],[""Test Type"",""u1%""]]",2500.0,5.0,1.072160205569776,0.0,-350.0,0,10.5,"[0, 0.5, 10.5]","[1.0375, 1.0475, 1.0475]"
,,s52513_VrefSteps_038,No-Windup[D.wc],Droop,PPOC_VPOC_VREF,3000.0,5.0,1.035304868596648,1.05,-1.0,1100.0,0.0,"[0.5, 5.5, 10.5]","[-0.05, 0.1, 0]",CSR_S52513,1.1763054837802749,,"[[""Filename/Int. Ref."",""s52513_VrefSteps_038""],[""Fault Level [MVA]"",""3000.0""],[""X2R"",""5.0""],[""Vpoc [.pu]"",""1.0500""],[""Qpoc [.pu]"",""-1.0""],[""Pwind [MW]"",""1100.0""],[""Pbess [MW]"",""0.0""],[""t=0"",""steady-state""],[""Test Type"",""No-Windup[D.wc]""]]",3000.0,5.0,1.1763054837802749,1100.0,0.0,0,10.5,"[0, 0.5, 5.5, 10.5]","[1.035304868596648, 0.9853048685966479, 1.085304868596648, 1.085304868596648]"
,,s52513_VrefSteps_039,No-Windup[U.wc],Droop,PPOC_VPOC_VREF,3000.0,5.0,1.039695131403352,1.025,1.0,1100.0,0.0,"[0.5, 5.5, 10.5]","[0.05, -0.1, 0]",CSR_S52513,0.8778935257994813,,"[[""Filename/Int. Ref."",""s52513_VrefSteps_039""],[""Fault Level [MVA]"",""3000.0""],[""X2R"",""5.0""],[""Vpoc [.pu]"",""1.0250""],[""Qpoc [.pu]"",""1.0""],[""Pwind [MW]"",""1100.0""],[""Pbess [MW]"",""0.0""],[""t=0"",""steady-state""],[""Test Type"",""No-Windup[U.wc]""]]",3000.0,5.0,0.8778935257994813,1100.0,0.0,0,10.5,"[0, 0.5, 5.5, 10.5]","[1.039695131403352, 1.089695131403352, 0.989695131403352, 0.989695131403352]"
,,s52513_VrefSteps_040,Cont.Ctrl,Droop,PPOC_VPOC_VREF,3000.0,5.0,1.0375,1.0375,0.0,1100.0,0.0,"[0.5, 10.5]","[0.05, 0]",CSR_S52513,1.0283428232692884,,"[[""Filename/Int. Ref."",""s52513_VrefSteps_040""],[""Fault Level [MVA]"",""3000.0""],[""X2R"",""5.0""],[""Vpoc [.pu]"",""1.0375""],[""Qpoc [.pu]"",""0.0""],[""Pwind [MW]"",""1100.0""],[""Pbess [MW]"",""0.0""],[""t=0"",""steady-state""],[""Test Type"",""Cont.Ctrl""]]",3000.0,5.0,1.0283428232692884,1100.0,0.0,0,10.5,"[0, 0.5, 10.5]","[1.0375, 1.0875000000000001, 1.0875000000000001]"
,,s52513_VrefSteps_041,Cont.Ctrl,Droop,PPOC_VPOC_VREF,3000.0,5.0,1.0375,1.0375,0.0,1100.0,0.0,"[0.5, 10.5]","[-0.05, 0]",CSR_S52513,1.0283428232692884,,"[[""Filename/Int. Ref."",""s52513_VrefSteps_041""],[""Fault Level [MVA]"",""3000.0""],[""X2R"",""5.0""],[""Vpoc [.pu]"",""1.0375""],[""Qpoc [.pu]"",""0.0""],[""Pwind [MW]"",""1100.0""],[""Pbess [MW]"",""0.0""],[""t=0"",""steady-state""],[""Test Type"",""Cont.Ctrl""]]",3000.0,5.0,1.0283428232692884,1100.0,0.0,0,10.5,"[0, 0.5, 10.5]","[1.0375, 0.9875, 0.9875]"
,,s52513_VrefSteps_042,Cont.Ctrl,Droop,PPOC_VPOC_VREF,3000.0,5.0,1.0375,1.0375,0.0,750.0,350.0,"[0.5, 10.5]","[0.05, 0]",CSR_S52513,1.0283428232692884,,"[[""Filename/Int. Ref."",""s52513_VrefSteps_042""],[""Fault Level [MVA]"",""3000.0""],[""X2R"",""5.0""],[""Vpoc [.pu]"",""1.0375""],[""Qpoc [.pu]"",""0.0""],[""Pwind [MW]"",""750.0""],[""Pbess [MW]"",""350.0""],[""t=0"",""steady-state""],[""Test Type"",""Cont.Ctrl""]]",3000.0,5.0,1.0283428232692884,750.0,350.0,0,10.5,"[0, 0.5, 10.5]","[1.0375, 1.0875000000000001, 1.0875000000000001]"
,,s52513_VrefSteps_043,Cont.Ctrl,Droop,PPOC_VPOC_VREF,3000.0,5.0,1.0375,1.0375,0.0,750.0,350.0,"[0.5, 10.5]","[-0.05, 0]",CSR_S52513,1.0283428232692884,,"[[""Filename/Int. Ref."",""s52513_VrefSteps_043""],[""Fault Level [MVA]"",""3000.0""],[""X2R"",""5.0""],[""Vpoc [.pu]"",""1.0375""],[""Qpoc [.pu]"",""0.0""],[""Pwind [MW]"",""750.0""],[""Pbess [MW]"",""350.0""],[""t=0"",""steady-state""],[""Test Type"",""Cont.Ctrl""]]",3000.0,5.0,1.0283428232692884,750.0,350.0,0,10.5,"[0, 0.5, 10.5]","[1.0375, 0.9875, 0.9875]"
,,s52513_VrefSteps_044,Cont.Ctrl,Droop,PPOC_VPOC_VREF,3000.0,5.0,1.0375,1.0375,0.0,0.0,-350.0,"[0.5, 10.5]","[0.05, 0]",CSR_S52513,1.0652753817073033,,"[[""Filename/Int. Ref."",""s52513_VrefSteps_044""],[""Fault Level [MVA]"",""3000.0""],[""X2R"",""5.0""],[""Vpoc [.pu]"",""1.0375""],[""Qpoc [.pu]"",""0.0""],[""Pwind [MW]"",""0.0""],[""Pbess [MW]"",""-350.0""],[""t=0"",""steady-state""],[""Test Type"",""Cont.Ctrl""]]",3000.0,5.0,1.0652753817073033,0.0,-350.0,0,10.5,"[0, 0.5, 10.5]","[1.0375, 1.0875000000000001, 1.0875000000000001]"
,,s52513_VrefSteps_045,Cont.Ctrl,Droop,PPOC_VPOC_VREF,3000.0,5.0,1.0375,1.0375,0.0,0.0,-350.0,"[0.5, 10.5]","[-0.05, 0]",CSR_S52513,1.0652753817073033,,"[[""Filename/Int. Ref."",""s52513_VrefSteps_045""],[""Fault Level [MVA]"",""3000.0""],[""X2R"",""5.0""],[""Vpoc [.pu]"",""1.0375""],[""Qpoc [.pu]"",""0.0""],[""Pwind [MW]"",""0.0""],[""Pbess [MW]"",""-350.0""],[""t=0"",""steady-state""],[""Test Type"",""Cont.Ctrl""]]",3000.0,5.0,1.0652753817073033,0.0,-350.0,0,10.5,"[0, 0.5, 10.5]","[1.0375, 0.9875, 0.9875]"
,,s52513_VrefSteps_046,Cont.Ctrl,Droop,PPOC_VPOC_VREF,2500.0,5.0,1.0375,1.0375,0.0,1100.0,0.0,"[0.5, 10.5]","[0.05, 0]",CSR_S52513,1.0410003819924034,,"[[""Filename/Int. Ref."",""s52513_VrefSteps_046""],[""Fault Level [MVA]"",""2500.0""],[""X2R"",""5.0""],[""Vpoc [.pu]"",""1.0375""],[""Qpoc [.pu]"",""0.0""],[""Pwind [MW]"",""1100.0""],[""Pbess [MW]"",""0.0""],[""t=0"",""steady-state""],[""Test Type"",""Cont.Ctrl""]]",2500.0,5.0,1.0410003819924034,1100.0,0.0,0,10.5,"[0, 0.5, 10.5]","[1.0375, 1.0875000000000001, 1.0875000000000001]"
,,s52513_VrefSteps_047,Cont.Ctrl,Droop,PPOC_VPOC_VREF,2500.0,5.0,1.0375,1.0375,0.0,1100.0,0.0,"[0.5, 10.5]","[-0.05, 0]",CSR_S52513,1.0410003819924034,,"[[""Filename/Int. Ref."",""s52513_VrefSteps_047""],[""Fault Level [MVA]"",""2500.0""],[""X2R"",""5.0""],[""Vpoc [.pu]"",""1.0375""],[""Qpoc [.pu]"",""0.0""],[""Pwind [MW]"",""1100.0""],[""Pbess [MW]"",""0.0""],[""t=0"",""steady-state""],[""Test Type"",""Cont.Ctrl""]]",2500.0,5.0,1.0410003819924034,1100.0,0.0,0,10.5,"[0, 0.5, 10.5]","[1.0375, 0.9875, 0.9875]"
,,s52513_VrefSteps_048,Cont.Ctrl,Droop,PPOC_VPOC_VREF,2500.0,5.0,1.0375,1.0375,0.0,750.0,350.0,"[0.5, 10.5]","[0.05, 0]",CSR_S52513,1.0410003819924034,,"[[""Filename/Int. Ref."",""s52513_VrefSteps_048""],[""Fault Level [MVA]"",""2500.0""],[""X2R"",""5.0""],[""Vpoc [.pu]"",""1.0375""],[""Qpoc [.pu]"",""0.0""],[""Pwind [MW]"",""750.0""],[""Pbess [MW]"",""350.0""],[""t=0"",""steady-state""],[""Test Type"",""Cont.Ctrl""]]",2500.0,5.0,1.0410003819924034,750.0,350.0,0,10.5,"[0, 0.5, 10.5]","[1.0375, 1.0875000000000001, 1.0875000000000001]"
,,s52513_VrefSteps_049,Cont.Ctrl,Droop,PPOC_VPOC_VREF,2500.0,5.0,1.0375,1.0375,0.0,750.0,350.0,"[0.5, 10.5]","[-0.05, 0]",CSR_S52513,1.0410003819924034,,"[[""Filename/Int. Ref."",""s52513_VrefSteps_049""],[""Fault Level [MVA]"",""2500.0""],[""X2R"",""5.0""],[""Vpoc [.pu]"",""1.0375""],[""Qpoc [.pu]"",""0.0""],[""Pwind [MW]"",""750.0""],[""Pbess [MW]"",""350.0""],[""t=0"",""steady-state""],[""Test Type"",""Cont.Ctrl""]]",2500.0,5.0,1.0410003819924034,750.0,350.0,0,10.5,"[0, 0.5, 10.5]","[1.0375, 0.9875, 0.9875]"
,,s52513_VrefSteps_050,Cont.Ctrl,Droop,PPOC_VPOC_VREF,2500.0,5.0,1.0375,1.0375,0.0,0.0,-350.0,"[0.5, 10.5]","[0.05, 0]",CSR_S52513,1.072160205569776,,"[[""Filename/Int. Ref."",""s52513_VrefSteps_050""],[""Fault Level [MVA]"",""2500.0""],[""X2R"",""5.0""],[""Vpoc [.pu]"",""1.0375""],[""Qpoc [.pu]"",""0.0""],[""Pwind [MW]"",""0.0""],[""Pbess [MW]"",""-350.0""],[""t=0"",""steady-state""],[""Test Type"",""Cont.Ctrl""]]",2500.0,5.0,1.072160205569776,0.0,-350.0,0,10.5,"[0, 0.5, 10.5]","[1.0375, 1.0875000000000001, 1.0875000000000001]"
,,s52513_VrefSteps_051,Cont.Ctrl,Droop,PPOC_VPOC_VREF,2500.0,5.0,1.0375,1.0375,0.0,0.0,-350.0,"[0.5, 10.5]","[-0.05, 0]",CSR_S52513,1.072160205569776,,"[[""Filename/Int. Ref."",""s52513_VrefSteps_051""],[""Fault Level [MVA]"",""2500.0""],[""X2R"",""5.0""],[""Vpoc [.pu]"",""1.0375""],[""Qpoc [.pu]"",""0.0""],[""Pwind [MW]"",""0.0""],[""Pbess [MW]"",""-350.0""],[""t=0"",""steady-state""],[""Test Type"",""Cont.Ctrl""]]",2500.0,5.0,1.072160205569776,0.0,-350.0,0,10.5,"[0, 0.5, 10.5]","[1.0375, 0.9875, 0.9875]"
,,s52513_VrefSteps_052,Sat(d5%),Droop,PPOC_VPOC_VREF,3000.0,5.0,1.0603,1.069140171,-0.60171495,1100.0,0.0,"[0.5, 10.5]","[-0.05, 0]",CSR_S52513,1.1377242573157025,,"[[""Filename/Int. Ref."",""s52513_VrefSteps_052""],[""Fault Level [MVA]"",""3000.0""],[""X2R"",""5.0""],[""Vpoc [.pu]"",""1.0691""],[""Qpoc [.pu]"",""-0.60171495""],[""Pwind [MW]"",""1100.0""],[""Pbess [MW]"",""0.0""],[""t=0"",""steady-state""],[""Test Type"",""Sat(d5%)""]]",3000.0,5.0,1.1377242573157025,1100.0,0.0,0,10.5,"[0, 0.5, 10.5]","[1.0603, 1.0103, 1.0103]"
,,s52513_VrefSteps_053,Sat(d5%),Droop,PPOC_VPOC_VREF,3000.0,5.0,1.0603,1.069140171,-0.60171495,750.0,350.0,"[0.5, 10.5]","[-0.05, 0]",CSR_S52513,1.1377242573157025,,"[[""Filename/Int. Ref."",""s52513_VrefSteps_053""],[""Fault Level [MVA]"",""3000.0""],[""X2R"",""5.0""],[""Vpoc [.pu]"",""1.0691""],[""Qpoc [.pu]"",""-0.60171495""],[""Pwind [MW]"",""750.0""],[""Pbess [MW]"",""350.0""],[""t=0"",""steady-state""],[""Test Type"",""Sat(d5%)""]]",3000.0,5.0,1.1377242573157025,750.0,350.0,0,10.5,"[0, 0.5, 10.5]","[1.0603, 1.0103, 1.0103]"
,,s52513_VrefSteps_054,Sat(d5%),Droop,PPOC_VPOC_VREF,3000.0,5.0,1.0603,1.069026047,-0.594026207,0.0,-350.0,"[0.5, 10.5]","[-0.05, 0]",CSR_S52513,1.172899120840611,,"[[""Filename/Int. Ref."",""s52513_VrefSteps_054""],[""Fault Level [MVA]"",""3000.0""],[""X2R"",""5.0""],[""Vpoc [.pu]"",""1.0690""],[""Qpoc [.pu]"",""-0.594026207""],[""Pwind [MW]"",""0.0""],[""Pbess [MW]"",""-350.0""],[""t=0"",""steady-state""],[""Test Type"",""Sat(d5%)""]]",3000.0,5.0,1.172899120840611,0.0,-350.0,0,10.5,"[0, 0.5, 10.5]","[1.0603, 1.0103, 1.0103]"
,,s52513_VrefSteps_055,Sat(d5%),Droop,PPOC_VPOC_VREF,2500.0,5.0,1.0603,1.074498531,-0.966361655,1100.0,0.0,"[0.5, 10.5]","[-0.05, 0]",CSR_S52513,1.2261591976494435,,"[[""Filename/Int. Ref."",""s52513_VrefSteps_055""],[""Fault Level [MVA]"",""2500.0""],[""X2R"",""5.0""],[""Vpoc [.pu]"",""1.0745""],[""Qpoc [.pu]"",""-0.966361655""],[""Pwind [MW]"",""1100.0""],[""Pbess [MW]"",""0.0""],[""t=0"",""steady-state""],[""Test Type"",""Sat(d5%)""]]",2500.0,5.0,1.2261591976494435,1100.0,0.0,0,10.5,"[0, 0.5, 10.5]","[1.0603, 1.0103, 1.0103]"
,,s52513_VrefSteps_056,Sat(d5%),Droop,PPOC_VPOC_VREF,2500.0,5.0,1.0603,1.074498531,-0.966361655,750.0,350.0,"[0.5, 10.5]","[-0.05, 0]",CSR_S52513,1.2261591976494435,,"[[""Filename/Int. Ref."",""s52513_VrefSteps_056""],[""Fault Level [MVA]"",""2500.0""],[""X2R"",""5.0""],[""Vpoc [.pu]"",""1.0745""],[""Qpoc [.pu]"",""-0.966361655""],[""Pwind [MW]"",""750.0""],[""Pbess [MW]"",""350.0""],[""t=0"",""steady-state""],[""Test Type"",""Sat(d5%)""]]",2500.0,5.0,1.2261591976494435,750.0,350.0,0,10.5,"[0, 0.5, 10.5]","[1.0603, 1.0103, 1.0103]"
,,s52513_VrefSteps_057,Sat(d5%),Droop,PPOC_VPOC_VREF,2500.0,5.0,1.0603,1.07399782,-0.93272826,0.0,-350.0,"[0.5, 10.5]","[-0.05, 0]",CSR_S52513,1.2514307366446145,,"[[""Filename/Int. Ref."",""s52513_VrefSteps_057""],[""Fault Level [MVA]"",""2500.0""],[""X2R"",""5.0""],[""Vpoc [.pu]"",""1.0740""],[""Qpoc [.pu]"",""-0.93272826""],[""Pwind [MW]"",""0.0""],[""Pbess [MW]"",""-350.0""],[""t=0"",""steady-state""],[""Test Type"",""Sat(d5%)""]]",2500.0,5.0,1.2514307366446145,0.0,-350.0,0,10.5,"[0, 0.5, 10.5]","[1.0603, 1.0103, 1.0103]"
,,s52513_VrefSteps_058,Sat(u5%),Droop,PPOC_VPOC_VREF,3000.0,5.0,1.0147,1.006072713,0.587437583,1100.0,0.0,"[0.5, 10.5]","[0.05, 0]",CSR_S52513,0.9173249269605119,,"[[""Filename/Int. Ref."",""s52513_VrefSteps_058""],[""Fault Level [MVA]"",""3000.0""],[""X2R"",""5.0""],[""Vpoc [.pu]"",""1.0061""],[""Qpoc [.pu]"",""0.587437583""],[""Pwind [MW]"",""1100.0""],[""Pbess [MW]"",""0.0""],[""t=0"",""steady-state""],[""Test Type"",""Sat(u5%)""]]",3000.0,5.0,0.9173249269605119,1100.0,0.0,0,10.5,"[0, 0.5, 10.5]","[1.0147, 1.0647, 1.0647]"
,,s52513_VrefSteps_059,Sat(u5%),Droop,PPOC_VPOC_VREF,3000.0,5.0,1.0147,1.006072713,0.587437583,750.0,350.0,"[0.5, 10.5]","[0.05, 0]",CSR_S52513,0.9173249269605119,,"[[""Filename/Int. Ref."",""s52513_VrefSteps_059""],[""Fault Level [MVA]"",""3000.0""],[""X2R"",""5.0""],[""Vpoc [.pu]"",""1.0061""],[""Qpoc [.pu]"",""0.587437583""],[""Pwind [MW]"",""750.0""],[""Pbess [MW]"",""350.0""],[""t=0"",""steady-state""],[""Test Type"",""Sat(u5%)""]]",3000.0,5.0,0.9173249269605119,750.0,350.0,0,10.5,"[0, 0.5, 10.5]","[1.0147, 1.0647, 1.0647]"
,,s52513_VrefSteps_060,Sat(u5%),Droop,PPOC_VPOC_VREF,3000.0,5.0,1.0147,1.006097013,0.585832453,0.0,-350.0,"[0.5, 10.5]","[0.05, 0]",CSR_S52513,0.955065300226128,,"[[""Filename/Int. Ref."",""s52513_VrefSteps_060""],[""Fault Level [MVA]"",""3000.0""],[""X2R"",""5.0""],[""Vpoc [.pu]"",""1.0061""],[""Qpoc [.pu]"",""0.585832453""],[""Pwind [MW]"",""0.0""],[""Pbess [MW]"",""-350.0""],[""t=0"",""steady-state""],[""Test Type"",""Sat(u5%)""]]",3000.0,5.0,0.955065300226128,0.0,-350.0,0,10.5,"[0, 0.5, 10.5]","[1.0147, 1.0647, 1.0647]"
,,s52513_VrefSteps_061,Sat(u5%),Droop,PPOC_VPOC_VREF,2500.0,5.0,1.0147,1.000748815,0.949638403,1100.0,0.0,"[0.5, 10.5]","[0.05, 0]",CSR_S52513,0.8519049760472254,,"[[""Filename/Int. Ref."",""s52513_VrefSteps_061""],[""Fault Level [MVA]"",""2500.0""],[""X2R"",""5.0""],[""Vpoc [.pu]"",""1.0007""],[""Qpoc [.pu]"",""0.949638403""],[""Pwind [MW]"",""1100.0""],[""Pbess [MW]"",""0.0""],[""t=0"",""steady-state""],[""Test Type"",""Sat(u5%)""]]",2500.0,5.0,0.8519049760472254,1100.0,0.0,0,10.5,"[0, 0.5, 10.5]","[1.0147, 1.0647, 1.0647]"
,,s52513_VrefSteps_062,Sat(u5%),Droop,PPOC_VPOC_VREF,2500.0,5.0,1.0147,1.000748815,0.949638403,750.0,350.0,"[0.5, 10.5]","[0.05, 0]",CSR_S52513,0.8519049760472254,,"[[""Filename/Int. Ref."",""s52513_VrefSteps_062""],[""Fault Level [MVA]"",""2500.0""],[""X2R"",""5.0""],[""Vpoc [.pu]"",""1.0007""],[""Qpoc [.pu]"",""0.949638403""],[""Pwind [MW]"",""750.0""],[""Pbess [MW]"",""350.0""],[""t=0"",""steady-state""],[""Test Type"",""Sat(u5%)""]]",2500.0,5.0,0.8519049760472254,750.0,350.0,0,10.5,"[0, 0.5, 10.5]","[1.0147, 1.0647, 1.0647]"
,,s52513_VrefSteps_063,Sat(u5%),Droop,PPOC_VPOC_VREF,2500.0,5.0,1.0147,1.001483987,0.899641631,0.0,-350.0,"[0.5, 10.5]","[0.05, 0]",CSR_S52513,0.8917159180911539,,"[[""Filename/Int. Ref."",""s52513_VrefSteps_063""],[""Fault Level [MVA]"",""2500.0""],[""X2R"",""5.0""],[""Vpoc [.pu]"",""1.0015""],[""Qpoc [.pu]"",""0.899641631""],[""Pwind [MW]"",""0.0""],[""Pbess [MW]"",""-350.0""],[""t=0"",""steady-state""],[""Test Type"",""Sat(u5%)""]]",2500.0,5.0,0.8917159180911539,0.0,-350.0,0,10.5,"[0, 0.5, 10.5]","[1.0147, 1.0647, 1.0647]"
