Grouping,Key_Tests,File_Name,Category,Control_Mode,Init_Strategy,Init_Fault_MVA,Init_Fault_X_on_R,Init_Vref_pu,Init_Vpoc_pu,Init_Qpoc_pu,Init_Pwind_MW,Init_Pbess_MW,Fault_Type,Rf_Ohms,Xf_Ohms,Fault_Time,Fault_Duration,Post_Fault_Duration,DIR,Vslack_pu,Commands>,Table_Data,Grid_MVA_v,Grid_X2R_v,Vref_pu_v,Vslack_pu_v,Pref_Wind_MW_v,Pref_BESS_MW_v,Enable_Fault_Studies_v,Fault_Strategy_v,Zf2Zs_v,Fault_X2R_v,Fault_Type_v,Rf_Offset_ohms_v,Xf_Offset_ohms_v,Infinite_Grid_v,Post_Init_Duration_s,Fault_Timing_Signal_t,Fault_Timing_Signal_v
,,s5255_Fault_Ohms_096,Fault_Ohms,Droop,,2500.0,5.0,1.035304868596648,1.05,-1,1100.0,0.0,1,5,0,0.5,0.43,5,CSR_S5255,1.213987925185961,,"[[""Filename/Int. Ref."",""s5255_Fault_Ohms_096""],[""Fault Level [MVA]"",""2500.0""],[""X2R"",""5.0""],[""Vpoc [.pu]"",""1.0500""],[""Qpoc [.pu]"",""-1""],[""Pwind [MW]"",""1100.0""],[""Pbess [MW]"",""0.0""],[""t=0"",""steady-state""],[""Fault Type"",""A2G""],[""Fault Dur."",0.43],[""Rf Ohms"",5],[""Xf Ohms"",0]]",2500.0,5.0,1.035304868596648,1.213987925185961,1100.0,0.0,1,1,0,5.0,1,5,0,0,5.93,"[0, 0.5, 0.9299999999999999]","[0, 1, 0]"
,,s5255_Fault_Ohms_097,Fault_Ohms,Droop,,2500.0,5.0,1.035304868596648,1.05,-1,1100.0,0.0,1,10,0,0.5,0.43,5,CSR_S5255,1.213987925185961,,"[[""Filename/Int. Ref."",""s5255_Fault_Ohms_097""],[""Fault Level [MVA]"",""2500.0""],[""X2R"",""5.0""],[""Vpoc [.pu]"",""1.0500""],[""Qpoc [.pu]"",""-1""],[""Pwind [MW]"",""1100.0""],[""Pbess [MW]"",""0.0""],[""t=0"",""steady-state""],[""Fault Type"",""A2G""],[""Fault Dur."",0.43],[""Rf Ohms"",10],[""Xf Ohms"",0]]",2500.0,5.0,1.035304868596648,1.213987925185961,1100.0,0.0,1,1,0,5.0,1,10,0,0,5.93,"[0, 0.5, 0.9299999999999999]","[0, 1, 0]"
,,s5255_Fault_Ohms_098,Fault_Ohms,Droop,,2500.0,5.0,1.035304868596648,1.05,-1,750.0,350.0,4,1,0,0.5,0.43,5,CSR_S5255,1.213987925185961,,"[[""Filename/Int. Ref."",""s5255_Fault_Ohms_098""],[""Fault Level [MVA]"",""2500.0""],[""X2R"",""5.0""],[""Vpoc [.pu]"",""1.0500""],[""Qpoc [.pu]"",""-1""],[""Pwind [MW]"",""750.0""],[""Pbess [MW]"",""350.0""],[""t=0"",""steady-state""],[""Fault Type"",""AB2G""],[""Fault Dur."",0.43],[""Rf Ohms"",1],[""Xf Ohms"",0]]",2500.0,5.0,1.035304868596648,1.213987925185961,750.0,350.0,1,1,0,5.0,4,1,0,0,5.93,"[0, 0.5, 0.9299999999999999]","[0, 1, 0]"
,,s5255_Fault_Ohms_099,Fault_Ohms,Droop,,2500.0,5.0,1.035304868596648,1.05,-1,750.0,350.0,4,5,0,0.5,0.43,5,CSR_S5255,1.213987925185961,,"[[""Filename/Int. Ref."",""s5255_Fault_Ohms_099""],[""Fault Level [MVA]"",""2500.0""],[""X2R"",""5.0""],[""Vpoc [.pu]"",""1.0500""],[""Qpoc [.pu]"",""-1""],[""Pwind [MW]"",""750.0""],[""Pbess [MW]"",""350.0""],[""t=0"",""steady-state""],[""Fault Type"",""AB2G""],[""Fault Dur."",0.43],[""Rf Ohms"",5],[""Xf Ohms"",0]]",2500.0,5.0,1.035304868596648,1.213987925185961,750.0,350.0,1,1,0,5.0,4,5,0,0,5.93,"[0, 0.5, 0.9299999999999999]","[0, 1, 0]"
,,s5255_Fault_Ohms_100,Fault_Ohms,Droop,,2500.0,5.0,1.035304868596648,1.05,-1,750.0,350.0,4,10,0,0.5,0.43,5,CSR_S5255,1.213987925185961,,"[[""Filename/Int. Ref."",""s5255_Fault_Ohms_100""],[""Fault Level [MVA]"",""2500.0""],[""X2R"",""5.0""],[""Vpoc [.pu]"",""1.0500""],[""Qpoc [.pu]"",""-1""],[""Pwind [MW]"",""750.0""],[""Pbess [MW]"",""350.0""],[""t=0"",""steady-state""],[""Fault Type"",""AB2G""],[""Fault Dur."",0.43],[""Rf Ohms"",10],[""Xf Ohms"",0]]",2500.0,5.0,1.035304868596648,1.213987925185961,750.0,350.0,1,1,0,5.0,4,10,0,0,5.93,"[0, 0.5, 0.9299999999999999]","[0, 1, 0]"
,,s5255_Fault_Ohms_101,Fault_Ohms,Droop,,2500.0,5.0,1.035304868596648,1.05,-1,750.0,350.0,1,1,0,0.5,0.43,5,CSR_S5255,1.213987925185961,,"[[""Filename/Int. Ref."",""s5255_Fault_Ohms_101""],[""Fault Level [MVA]"",""2500.0""],[""X2R"",""5.0""],[""Vpoc [.pu]"",""1.0500""],[""Qpoc [.pu]"",""-1""],[""Pwind [MW]"",""750.0""],[""Pbess [MW]"",""350.0""],[""t=0"",""steady-state""],[""Fault Type"",""A2G""],[""Fault Dur."",0.43],[""Rf Ohms"",1],[""Xf Ohms"",0]]",2500.0,5.0,1.035304868596648,1.213987925185961,750.0,350.0,1,1,0,5.0,1,1,0,0,5.93,"[0, 0.5, 0.9299999999999999]","[0, 1, 0]"
,,s5255_Fault_Ohms_102,Fault_Ohms,Droop,,2500.0,5.0,1.035304868596648,1.05,-1,750.0,350.0,1,5,0,0.5,0.43,5,CSR_S5255,1.213987925185961,,"[[""Filename/Int. Ref."",""s5255_Fault_Ohms_102""],[""Fault Level [MVA]"",""2500.0""],[""X2R"",""5.0""],[""Vpoc [.pu]"",""1.0500""],[""Qpoc [.pu]"",""-1""],[""Pwind [MW]"",""750.0""],[""Pbess [MW]"",""350.0""],[""t=0"",""steady-state""],[""Fault Type"",""A2G""],[""Fault Dur."",0.43],[""Rf Ohms"",5],[""Xf Ohms"",0]]",2500.0,5.0,1.035304868596648,1.213987925185961,750.0,350.0,1,1,0,5.0,1,5,0,0,5.93,"[0, 0.5, 0.9299999999999999]","[0, 1, 0]"
,,s5255_Fault_Ohms_103,Fault_Ohms,Droop,,2500.0,5.0,1.035304868596648,1.05,-1,750.0,350.0,1,10,0,0.5,0.43,5,CSR_S5255,1.213987925185961,,"[[""Filename/Int. Ref."",""s5255_Fault_Ohms_103""],[""Fault Level [MVA]"",""2500.0""],[""X2R"",""5.0""],[""Vpoc [.pu]"",""1.0500""],[""Qpoc [.pu]"",""-1""],[""Pwind [MW]"",""750.0""],[""Pbess [MW]"",""350.0""],[""t=0"",""steady-state""],[""Fault Type"",""A2G""],[""Fault Dur."",0.43],[""Rf Ohms"",10],[""Xf Ohms"",0]]",2500.0,5.0,1.035304868596648,1.213987925185961,750.0,350.0,1,1,0,5.0,1,10,0,0,5.93,"[0, 0.5, 0.9299999999999999]","[0, 1, 0]"
,,s5255_Fault_Ohms_104,Fault_Ohms,Droop,,2500.0,5.0,1.035304868596648,1.05,-1,0.0,-350.0,4,1,0,0.5,0.43,5,CSR_S5255,1.2423519106943521,,"[[""Filename/Int. Ref."",""s5255_Fault_Ohms_104""],[""Fault Level [MVA]"",""2500.0""],[""X2R"",""5.0""],[""Vpoc [.pu]"",""1.0500""],[""Qpoc [.pu]"",""-1""],[""Pwind [MW]"",""0.0""],[""Pbess [MW]"",""-350.0""],[""t=0"",""steady-state""],[""Fault Type"",""AB2G""],[""Fault Dur."",0.43],[""Rf Ohms"",1],[""Xf Ohms"",0]]",2500.0,5.0,1.035304868596648,1.2423519106943521,0.0,-350.0,1,1,0,5.0,4,1,0,0,5.93,"[0, 0.5, 0.9299999999999999]","[0, 1, 0]"
,,s5255_Fault_Ohms_105,Fault_Ohms,Droop,,2500.0,5.0,1.035304868596648,1.05,-1,0.0,-350.0,4,5,0,0.5,0.43,5,CSR_S5255,1.2423519106943521,,"[[""Filename/Int. Ref."",""s5255_Fault_Ohms_105""],[""Fault Level [MVA]"",""2500.0""],[""X2R"",""5.0""],[""Vpoc [.pu]"",""1.0500""],[""Qpoc [.pu]"",""-1""],[""Pwind [MW]"",""0.0""],[""Pbess [MW]"",""-350.0""],[""t=0"",""steady-state""],[""Fault Type"",""AB2G""],[""Fault Dur."",0.43],[""Rf Ohms"",5],[""Xf Ohms"",0]]",2500.0,5.0,1.035304868596648,1.2423519106943521,0.0,-350.0,1,1,0,5.0,4,5,0,0,5.93,"[0, 0.5, 0.9299999999999999]","[0, 1, 0]"
,,s5255_Fault_Ohms_106,Fault_Ohms,Droop,,2500.0,5.0,1.035304868596648,1.05,-1,0.0,-350.0,4,10,0,0.5,0.43,5,CSR_S5255,1.2423519106943521,,"[[""Filename/Int. Ref."",""s5255_Fault_Ohms_106""],[""Fault Level [MVA]"",""2500.0""],[""X2R"",""5.0""],[""Vpoc [.pu]"",""1.0500""],[""Qpoc [.pu]"",""-1""],[""Pwind [MW]"",""0.0""],[""Pbess [MW]"",""-350.0""],[""t=0"",""steady-state""],[""Fault Type"",""AB2G""],[""Fault Dur."",0.43],[""Rf Ohms"",10],[""Xf Ohms"",0]]",2500.0,5.0,1.035304868596648,1.2423519106943521,0.0,-350.0,1,1,0,5.0,4,10,0,0,5.93,"[0, 0.5, 0.9299999999999999]","[0, 1, 0]"
,,s5255_Fault_Ohms_107,Fault_Ohms,Droop,,2500.0,5.0,1.035304868596648,1.05,-1,0.0,-350.0,1,1,0,0.5,0.43,5,CSR_S5255,1.2423519106943521,,"[[""Filename/Int. Ref."",""s5255_Fault_Ohms_107""],[""Fault Level [MVA]"",""2500.0""],[""X2R"",""5.0""],[""Vpoc [.pu]"",""1.0500""],[""Qpoc [.pu]"",""-1""],[""Pwind [MW]"",""0.0""],[""Pbess [MW]"",""-350.0""],[""t=0"",""steady-state""],[""Fault Type"",""A2G""],[""Fault Dur."",0.43],[""Rf Ohms"",1],[""Xf Ohms"",0]]",2500.0,5.0,1.035304868596648,1.2423519106943521,0.0,-350.0,1,1,0,5.0,1,1,0,0,5.93,"[0, 0.5, 0.9299999999999999]","[0, 1, 0]"
,,s5255_Fault_Ohms_108,Fault_Ohms,Droop,,2500.0,5.0,1.035304868596648,1.05,-1,0.0,-350.0,1,5,0,0.5,0.43,5,CSR_S5255,1.2423519106943521,,"[[""Filename/Int. Ref."",""s5255_Fault_Ohms_108""],[""Fault Level [MVA]"",""2500.0""],[""X2R"",""5.0""],[""Vpoc [.pu]"",""1.0500""],[""Qpoc [.pu]"",""-1""],[""Pwind [MW]"",""0.0""],[""Pbess [MW]"",""-350.0""],[""t=0"",""steady-state""],[""Fault Type"",""A2G""],[""Fault Dur."",0.43],[""Rf Ohms"",5],[""Xf Ohms"",0]]",2500.0,5.0,1.035304868596648,1.2423519106943521,0.0,-350.0,1,1,0,5.0,1,5,0,0,5.93,"[0, 0.5, 0.9299999999999999]","[0, 1, 0]"
,,s5255_Fault_Ohms_109,Fault_Ohms,Droop,,2500.0,5.0,1.035304868596648,1.05,-1,0.0,-350.0,1,10,0,0.5,0.43,5,CSR_S5255,1.2423519106943521,,"[[""Filename/Int. Ref."",""s5255_Fault_Ohms_109""],[""Fault Level [MVA]"",""2500.0""],[""X2R"",""5.0""],[""Vpoc [.pu]"",""1.0500""],[""Qpoc [.pu]"",""-1""],[""Pwind [MW]"",""0.0""],[""Pbess [MW]"",""-350.0""],[""t=0"",""steady-state""],[""Fault Type"",""A2G""],[""Fault Dur."",0.43],[""Rf Ohms"",10],[""Xf Ohms"",0]]",2500.0,5.0,1.035304868596648,1.2423519106943521,0.0,-350.0,1,1,0,5.0,1,10,0,0,5.93,"[0, 0.5, 0.9299999999999999]","[0, 1, 0]"
