Grouping,Key_Tests,File_Name,Category,Control_Mode,Init_Strategy,Init_Fault_MVA,Init_Fault_X_on_R,Init_Vref_pu,Init_Vpoc_pu,Init_Qpoc_pu,Init_Pwind_MW,Init_Pbess_MW,Time_Steps,Grid_hz,DIR,Vslack_pu,Commands>,Table_Data,Grid_MVA_v,Grid_X2R_v,Vref_pu_v,Vslack_pu_v,Pref_Wind_MW_v,Pref_BESS_MW_v,Infinite_Grid_v,Post_Init_Duration_s,Grid_Hz_t,Grid_Hz_v,Grid_Hz_r
,,s52511_GridHz_012,Fdroop[0.5hz],Droop,,3000.0,5.0,1.0368414605789944,1.04125,-0.3,110.0,-350.0,"[0, 1, 13.0]","[50, 50.5, 50.5]",CSR_S52511,1.0992892476307883,,"[[""Filename/Int. Ref."",""s52511_GridHz_012""],[""Fault Level [MVA]"",""3000.0""],[""X2R"",""5.0""],[""Vpoc [.pu]"",""1.0413""],[""Qpoc [.pu]"",""-0.3""],[""Pwind [MW]"",""110.0""],[""Pbess [MW]"",""-350.0""],[""t=0"",""steady-state""],[""Test Type"",""Fdroop[0.5hz]""]]",3000.0,5.0,1.0368414605789944,1.0992892476307883,110.0,-350.0,0,13.0,"[0, 1, 13.0]","[50, 50.5, 50.5]","[true, true, true]"
,,s52511_GridHz_013,Fdroop[0.5hz],Droop,,3000.0,5.0,1.0368414605789944,1.04125,-0.3,550.0,0.0,"[0, 1, 13.0]","[50, 50.5, 50.5]",CSR_S52511,1.0631306848340123,,"[[""Filename/Int. Ref."",""s52511_GridHz_013""],[""Fault Level [MVA]"",""3000.0""],[""X2R"",""5.0""],[""Vpoc [.pu]"",""1.0413""],[""Qpoc [.pu]"",""-0.3""],[""Pwind [MW]"",""550.0""],[""Pbess [MW]"",""0.0""],[""t=0"",""steady-state""],[""Test Type"",""Fdroop[0.5hz]""]]",3000.0,5.0,1.0368414605789944,1.0631306848340123,550.0,0.0,0,13.0,"[0, 1, 13.0]","[50, 50.5, 50.5]","[true, true, true]"
,,s52511_GridHz_014,Fdroop[0.5hz],Droop,,2500.0,5.0,1.0381585394210056,1.03375,0.3,1100.0,0.0,"[0, 1, 13.0]","[50, 50.5, 50.5]",CSR_S52511,0.988691498377554,,"[[""Filename/Int. Ref."",""s52511_GridHz_014""],[""Fault Level [MVA]"",""2500.0""],[""X2R"",""5.0""],[""Vpoc [.pu]"",""1.0337""],[""Qpoc [.pu]"",""0.3""],[""Pwind [MW]"",""1100.0""],[""Pbess [MW]"",""0.0""],[""t=0"",""steady-state""],[""Test Type"",""Fdroop[0.5hz]""]]",2500.0,5.0,1.0381585394210056,0.988691498377554,1100.0,0.0,0,13.0,"[0, 1, 13.0]","[50, 50.5, 50.5]","[true, true, true]"
,,s52511_GridHz_015,Fdroop[0.5hz],Droop,,2500.0,5.0,1.0381585394210056,1.03375,0.3,750.0,350.0,"[0, 1, 13.0]","[50, 50.5, 50.5]",CSR_S52511,0.988691498377554,,"[[""Filename/Int. Ref."",""s52511_GridHz_015""],[""Fault Level [MVA]"",""2500.0""],[""X2R"",""5.0""],[""Vpoc [.pu]"",""1.0337""],[""Qpoc [.pu]"",""0.3""],[""Pwind [MW]"",""750.0""],[""Pbess [MW]"",""350.0""],[""t=0"",""steady-state""],[""Test Type"",""Fdroop[0.5hz]""]]",2500.0,5.0,1.0381585394210056,0.988691498377554,750.0,350.0,0,13.0,"[0, 1, 13.0]","[50, 50.5, 50.5]","[true, true, true]"
,,s52511_GridHz_016,Fdroop[0.5hz],Droop,,2500.0,5.0,1.0381585394210056,1.03375,0.3,110.0,-350.0,"[0, 1, 13.0]","[50, 50.5, 50.5]",CSR_S52511,1.007574525751822,,"[[""Filename/Int. Ref."",""s52511_GridHz_016""],[""Fault Level [MVA]"",""2500.0""],[""X2R"",""5.0""],[""Vpoc [.pu]"",""1.0337""],[""Qpoc [.pu]"",""0.3""],[""Pwind [MW]"",""110.0""],[""Pbess [MW]"",""-350.0""],[""t=0"",""steady-state""],[""Test Type"",""Fdroop[0.5hz]""]]",2500.0,5.0,1.0381585394210056,1.007574525751822,110.0,-350.0,0,13.0,"[0, 1, 13.0]","[50, 50.5, 50.5]","[true, true, true]"
,,s52511_GridHz_017,Fdroop[0.5hz],Droop,,2500.0,5.0,1.0381585394210056,1.03375,0.3,550.0,0.0,"[0, 1, 13.0]","[50, 50.5, 50.5]",CSR_S52511,0.9632903121321066,,"[[""Filename/Int. Ref."",""s52511_GridHz_017""],[""Fault Level [MVA]"",""2500.0""],[""X2R"",""5.0""],[""Vpoc [.pu]"",""1.0337""],[""Qpoc [.pu]"",""0.3""],[""Pwind [MW]"",""550.0""],[""Pbess [MW]"",""0.0""],[""t=0"",""steady-state""],[""Test Type"",""Fdroop[0.5hz]""]]",2500.0,5.0,1.0381585394210056,0.9632903121321066,550.0,0.0,0,13.0,"[0, 1, 13.0]","[50, 50.5, 50.5]","[true, true, true]"
,,s52511_GridHz_018,Fdroop[0.5hz],Droop,,2500.0,5.0,1.0375,1.0375,0.0,1100.0,0.0,"[0, 1, 13.0]","[50, 50.5, 50.5]",CSR_S52511,1.0410003819924034,,"[[""Filename/Int. Ref."",""s52511_GridHz_018""],[""Fault Level [MVA]"",""2500.0""],[""X2R"",""5.0""],[""Vpoc [.pu]"",""1.0375""],[""Qpoc [.pu]"",""0.0""],[""Pwind [MW]"",""1100.0""],[""Pbess [MW]"",""0.0""],[""t=0"",""steady-state""],[""Test Type"",""Fdroop[0.5hz]""]]",2500.0,5.0,1.0375,1.0410003819924034,1100.0,0.0,0,13.0,"[0, 1, 13.0]","[50, 50.5, 50.5]","[true, true, true]"
,,s52511_GridHz_019,Fdroop[0.5hz],Droop,,2500.0,5.0,1.0375,1.0375,0.0,750.0,350.0,"[0, 1, 13.0]","[50, 50.5, 50.5]",CSR_S52511,1.0410003819924034,,"[[""Filename/Int. Ref."",""s52511_GridHz_019""],[""Fault Level [MVA]"",""2500.0""],[""X2R"",""5.0""],[""Vpoc [.pu]"",""1.0375""],[""Qpoc [.pu]"",""0.0""],[""Pwind [MW]"",""750.0""],[""Pbess [MW]"",""350.0""],[""t=0"",""steady-state""],[""Test Type"",""Fdroop[0.5hz]""]]",2500.0,5.0,1.0375,1.0410003819924034,750.0,350.0,0,13.0,"[0, 1, 13.0]","[50, 50.5, 50.5]","[true, true, true]"
,,s52511_GridHz_020,Fdroop[0.5hz],Droop,,2500.0,5.0,1.0375,1.0375,0.0,110.0,-350.0,"[0, 1, 13.0]","[50, 50.5, 50.5]",CSR_S52511,1.059538753959916,,"[[""Filename/Int. Ref."",""s52511_GridHz_020""],[""Fault Level [MVA]"",""2500.0""],[""X2R"",""5.0""],[""Vpoc [.pu]"",""1.0375""],[""Qpoc [.pu]"",""0.0""],[""Pwind [MW]"",""110.0""],[""Pbess [MW]"",""-350.0""],[""t=0"",""steady-state""],[""Test Type"",""Fdroop[0.5hz]""]]",2500.0,5.0,1.0375,1.059538753959916,110.0,-350.0,0,13.0,"[0, 1, 13.0]","[50, 50.5, 50.5]","[true, true, true]"
,,s52511_GridHz_021,Fdroop[0.5hz],Droop,,2500.0,5.0,1.0375,1.0375,0.0,550.0,0.0,"[0, 1, 13.0]","[50, 50.5, 50.5]",CSR_S52511,1.017388611395214,,"[[""Filename/Int. Ref."",""s52511_GridHz_021""],[""Fault Level [MVA]"",""2500.0""],[""X2R"",""5.0""],[""Vpoc [.pu]"",""1.0375""],[""Qpoc [.pu]"",""0.0""],[""Pwind [MW]"",""550.0""],[""Pbess [MW]"",""0.0""],[""t=0"",""steady-state""],[""Test Type"",""Fdroop[0.5hz]""]]",2500.0,5.0,1.0375,1.017388611395214,550.0,0.0,0,13.0,"[0, 1, 13.0]","[50, 50.5, 50.5]","[true, true, true]"
,,s52511_GridHz_022,Fdroop[0.5hz],Droop,,2500.0,5.0,1.0368414605789944,1.04125,-0.3,1100.0,0.0,"[0, 1, 13.0]","[50, 50.5, 50.5]",CSR_S52511,1.0931360153487637,,"[[""Filename/Int. Ref."",""s52511_GridHz_022""],[""Fault Level [MVA]"",""2500.0""],[""X2R"",""5.0""],[""Vpoc [.pu]"",""1.0413""],[""Qpoc [.pu]"",""-0.3""],[""Pwind [MW]"",""1100.0""],[""Pbess [MW]"",""0.0""],[""t=0"",""steady-state""],[""Test Type"",""Fdroop[0.5hz]""]]",2500.0,5.0,1.0368414605789944,1.0931360153487637,1100.0,0.0,0,13.0,"[0, 1, 13.0]","[50, 50.5, 50.5]","[true, true, true]"
,,s52511_GridHz_023,Fdroop[0.5hz],Droop,,2500.0,5.0,1.0368414605789944,1.04125,-0.3,750.0,350.0,"[0, 1, 13.0]","[50, 50.5, 50.5]",CSR_S52511,1.0931360153487637,,"[[""Filename/Int. Ref."",""s52511_GridHz_023""],[""Fault Level [MVA]"",""2500.0""],[""X2R"",""5.0""],[""Vpoc [.pu]"",""1.0413""],[""Qpoc [.pu]"",""-0.3""],[""Pwind [MW]"",""750.0""],[""Pbess [MW]"",""350.0""],[""t=0"",""steady-state""],[""Test Type"",""Fdroop[0.5hz]""]]",2500.0,5.0,1.0368414605789944,1.0931360153487637,750.0,350.0,0,13.0,"[0, 1, 13.0]","[50, 50.5, 50.5]","[true, true, true]"
,,s52511_GridHz_024,Fdroop[0.5hz],Droop,,2500.0,5.0,1.0368414605789944,1.04125,-0.3,110.0,-350.0,"[0, 1, 13.0]","[50, 50.5, 50.5]",CSR_S52511,1.1113588647579506,,"[[""Filename/Int. Ref."",""s52511_GridHz_024""],[""Fault Level [MVA]"",""2500.0""],[""X2R"",""5.0""],[""Vpoc [.pu]"",""1.0413""],[""Qpoc [.pu]"",""-0.3""],[""Pwind [MW]"",""110.0""],[""Pbess [MW]"",""-350.0""],[""t=0"",""steady-state""],[""Test Type"",""Fdroop[0.5hz]""]]",2500.0,5.0,1.0368414605789944,1.1113588647579506,110.0,-350.0,0,13.0,"[0, 1, 13.0]","[50, 50.5, 50.5]","[true, true, true]"
,,s52511_GridHz_025,Fdroop[0.5hz],Droop,,2500.0,5.0,1.0368414605789944,1.04125,-0.3,550.0,0.0,"[0, 1, 13.0]","[50, 50.5, 50.5]",CSR_S52511,1.0711274481551043,,"[[""Filename/Int. Ref."",""s52511_GridHz_025""],[""Fault Level [MVA]"",""2500.0""],[""X2R"",""5.0""],[""Vpoc [.pu]"",""1.0413""],[""Qpoc [.pu]"",""-0.3""],[""Pwind [MW]"",""550.0""],[""Pbess [MW]"",""0.0""],[""t=0"",""steady-state""],[""Test Type"",""Fdroop[0.5hz]""]]",2500.0,5.0,1.0368414605789944,1.0711274481551043,550.0,0.0,0,13.0,"[0, 1, 13.0]","[50, 50.5, 50.5]","[true, true, true]"
,,s52511_GridHz_026,Fdroop[1.5hz],Droop,,3000.0,5.0,1.0381585394210056,1.03375,0.3,1100.0,0.0,"[0, 1, 37.0]","[50, 51.5, 51.5]",CSR_S52511,0.9834550193448953,,"[[""Filename/Int. Ref."",""s52511_GridHz_026""],[""Fault Level [MVA]"",""3000.0""],[""X2R"",""5.0""],[""Vpoc [.pu]"",""1.0337""],[""Qpoc [.pu]"",""0.3""],[""Pwind [MW]"",""1100.0""],[""Pbess [MW]"",""0.0""],[""t=0"",""steady-state""],[""Test Type"",""Fdroop[1.5hz]""]]",3000.0,5.0,1.0381585394210056,0.9834550193448953,1100.0,0.0,0,37.0,"[0, 1, 37.0]","[50, 51.5, 51.5]","[true, true, true]"
,,s52511_GridHz_027,Fdroop[1.5hz],Droop,,3000.0,5.0,1.0381585394210056,1.03375,0.3,750.0,350.0,"[0, 1, 37.0]","[50, 51.5, 51.5]",CSR_S52511,0.9834550193448953,,"[[""Filename/Int. Ref."",""s52511_GridHz_027""],[""Fault Level [MVA]"",""3000.0""],[""X2R"",""5.0""],[""Vpoc [.pu]"",""1.0337""],[""Qpoc [.pu]"",""0.3""],[""Pwind [MW]"",""750.0""],[""Pbess [MW]"",""350.0""],[""t=0"",""steady-state""],[""Test Type"",""Fdroop[1.5hz]""]]",3000.0,5.0,1.0381585394210056,0.9834550193448953,750.0,350.0,0,37.0,"[0, 1, 37.0]","[50, 51.5, 51.5]","[true, true, true]"
,,s52511_GridHz_028,Fdroop[1.5hz],Droop,,3000.0,5.0,1.0381585394210056,1.03375,0.3,110.0,-350.0,"[0, 1, 37.0]","[50, 51.5, 51.5]",CSR_S52511,1.011217459805089,,"[[""Filename/Int. Ref."",""s52511_GridHz_028""],[""Fault Level [MVA]"",""3000.0""],[""X2R"",""5.0""],[""Vpoc [.pu]"",""1.0337""],[""Qpoc [.pu]"",""0.3""],[""Pwind [MW]"",""110.0""],[""Pbess [MW]"",""-350.0""],[""t=0"",""steady-state""],[""Test Type"",""Fdroop[1.5hz]""]]",3000.0,5.0,1.0381585394210056,1.011217459805089,110.0,-350.0,0,37.0,"[0, 1, 37.0]","[50, 51.5, 51.5]","[true, true, true]"
,,s52511_GridHz_029,Fdroop[1.5hz],Droop,,3000.0,5.0,1.0381585394210056,1.03375,0.3,550.0,0.0,"[0, 1, 37.0]","[50, 51.5, 51.5]",CSR_S52511,0.9719754378195188,,"[[""Filename/Int. Ref."",""s52511_GridHz_029""],[""Fault Level [MVA]"",""3000.0""],[""X2R"",""5.0""],[""Vpoc [.pu]"",""1.0337""],[""Qpoc [.pu]"",""0.3""],[""Pwind [MW]"",""550.0""],[""Pbess [MW]"",""0.0""],[""t=0"",""steady-state""],[""Test Type"",""Fdroop[1.5hz]""]]",3000.0,5.0,1.0381585394210056,0.9719754378195188,550.0,0.0,0,37.0,"[0, 1, 37.0]","[50, 51.5, 51.5]","[true, true, true]"
,,s52511_GridHz_030,Fdroop[1.5hz],Droop,,3000.0,5.0,1.0375,1.0375,0.0,1100.0,0.0,"[0, 1, 37.0]","[50, 51.5, 51.5]",CSR_S52511,1.0283428232692884,,"[[""Filename/Int. Ref."",""s52511_GridHz_030""],[""Fault Level [MVA]"",""3000.0""],[""X2R"",""5.0""],[""Vpoc [.pu]"",""1.0375""],[""Qpoc [.pu]"",""0.0""],[""Pwind [MW]"",""1100.0""],[""Pbess [MW]"",""0.0""],[""t=0"",""steady-state""],[""Test Type"",""Fdroop[1.5hz]""]]",3000.0,5.0,1.0375,1.0283428232692884,1100.0,0.0,0,37.0,"[0, 1, 37.0]","[50, 51.5, 51.5]","[true, true, true]"
,,s52511_GridHz_031,Fdroop[1.5hz],Droop,,3000.0,5.0,1.0375,1.0375,0.0,750.0,350.0,"[0, 1, 37.0]","[50, 51.5, 51.5]",CSR_S52511,1.0283428232692884,,"[[""Filename/Int. Ref."",""s52511_GridHz_031""],[""Fault Level [MVA]"",""3000.0""],[""X2R"",""5.0""],[""Vpoc [.pu]"",""1.0375""],[""Qpoc [.pu]"",""0.0""],[""Pwind [MW]"",""750.0""],[""Pbess [MW]"",""350.0""],[""t=0"",""steady-state""],[""Test Type"",""Fdroop[1.5hz]""]]",3000.0,5.0,1.0375,1.0283428232692884,750.0,350.0,0,37.0,"[0, 1, 37.0]","[50, 51.5, 51.5]","[true, true, true]"
,,s52511_GridHz_032,Fdroop[1.5hz],Droop,,3000.0,5.0,1.0375,1.0375,0.0,110.0,-350.0,"[0, 1, 37.0]","[50, 51.5, 51.5]",CSR_S52511,1.0553343272040216,,"[[""Filename/Int. Ref."",""s52511_GridHz_032""],[""Fault Level [MVA]"",""3000.0""],[""X2R"",""5.0""],[""Vpoc [.pu]"",""1.0375""],[""Qpoc [.pu]"",""0.0""],[""Pwind [MW]"",""110.0""],[""Pbess [MW]"",""-350.0""],[""t=0"",""steady-state""],[""Test Type"",""Fdroop[1.5hz]""]]",3000.0,5.0,1.0375,1.0553343272040216,110.0,-350.0,0,37.0,"[0, 1, 37.0]","[50, 51.5, 51.5]","[true, true, true]"
,,s52511_GridHz_033,Fdroop[1.5hz],Droop,,3000.0,5.0,1.0375,1.0375,0.0,550.0,0.0,"[0, 1, 37.0]","[50, 51.5, 51.5]",CSR_S52511,1.0177044282437946,,"[[""Filename/Int. Ref."",""s52511_GridHz_033""],[""Fault Level [MVA]"",""3000.0""],[""X2R"",""5.0""],[""Vpoc [.pu]"",""1.0375""],[""Qpoc [.pu]"",""0.0""],[""Pwind [MW]"",""550.0""],[""Pbess [MW]"",""0.0""],[""t=0"",""steady-state""],[""Test Type"",""Fdroop[1.5hz]""]]",3000.0,5.0,1.0375,1.0177044282437946,550.0,0.0,0,37.0,"[0, 1, 37.0]","[50, 51.5, 51.5]","[true, true, true]"
,,s52511_GridHz_034,Fdroop[1.5hz],Droop,,3000.0,5.0,1.0368414605789944,1.04125,-0.3,1100.0,0.0,"[0, 1, 37.0]","[50, 51.5, 51.5]",CSR_S52511,1.0730051213830294,,"[[""Filename/Int. Ref."",""s52511_GridHz_034""],[""Fault Level [MVA]"",""3000.0""],[""X2R"",""5.0""],[""Vpoc [.pu]"",""1.0413""],[""Qpoc [.pu]"",""-0.3""],[""Pwind [MW]"",""1100.0""],[""Pbess [MW]"",""0.0""],[""t=0"",""steady-state""],[""Test Type"",""Fdroop[1.5hz]""]]",3000.0,5.0,1.0368414605789944,1.0730051213830294,1100.0,0.0,0,37.0,"[0, 1, 37.0]","[50, 51.5, 51.5]","[true, true, true]"
,,s52511_GridHz_035,Fdroop[1.5hz],Droop,,3000.0,5.0,1.0368414605789944,1.04125,-0.3,750.0,350.0,"[0, 1, 37.0]","[50, 51.5, 51.5]",CSR_S52511,1.0730051213830294,,"[[""Filename/Int. Ref."",""s52511_GridHz_035""],[""Fault Level [MVA]"",""3000.0""],[""X2R"",""5.0""],[""Vpoc [.pu]"",""1.0413""],[""Qpoc [.pu]"",""-0.3""],[""Pwind [MW]"",""750.0""],[""Pbess [MW]"",""350.0""],[""t=0"",""steady-state""],[""Test Type"",""Fdroop[1.5hz]""]]",3000.0,5.0,1.0368414605789944,1.0730051213830294,750.0,350.0,0,37.0,"[0, 1, 37.0]","[50, 51.5, 51.5]","[true, true, true]"
,,s52511_GridHz_036,Fdroop[1.5hz],Droop,,3000.0,5.0,1.0368414605789944,1.04125,-0.3,110.0,-350.0,"[0, 1, 37.0]","[50, 51.5, 51.5]",CSR_S52511,1.0992892476307883,,"[[""Filename/Int. Ref."",""s52511_GridHz_036""],[""Fault Level [MVA]"",""3000.0""],[""X2R"",""5.0""],[""Vpoc [.pu]"",""1.0413""],[""Qpoc [.pu]"",""-0.3""],[""Pwind [MW]"",""110.0""],[""Pbess [MW]"",""-350.0""],[""t=0"",""steady-state""],[""Test Type"",""Fdroop[1.5hz]""]]",3000.0,5.0,1.0368414605789944,1.0992892476307883,110.0,-350.0,0,37.0,"[0, 1, 37.0]","[50, 51.5, 51.5]","[true, true, true]"
,,s52511_GridHz_037,Fdroop[1.5hz],Droop,,3000.0,5.0,1.0368414605789944,1.04125,-0.3,550.0,0.0,"[0, 1, 37.0]","[50, 51.5, 51.5]",CSR_S52511,1.0631306848340123,,"[[""Filename/Int. Ref."",""s52511_GridHz_037""],[""Fault Level [MVA]"",""3000.0""],[""X2R"",""5.0""],[""Vpoc [.pu]"",""1.0413""],[""Qpoc [.pu]"",""-0.3""],[""Pwind [MW]"",""550.0""],[""Pbess [MW]"",""0.0""],[""t=0"",""steady-state""],[""Test Type"",""Fdroop[1.5hz]""]]",3000.0,5.0,1.0368414605789944,1.0631306848340123,550.0,0.0,0,37.0,"[0, 1, 37.0]","[50, 51.5, 51.5]","[true, true, true]"
