Grouping,Key Tests,PLQ Test Id,Category,Control_Mode,Init_Strategy,Init_Fault_MVA,Init_Fault_X_on_R,Init_Vref_pu,Init_Vpoc_pu,Init_Qpoc_pu,Init_Pwind_MW,Init_Pbess_MW,DistLevel,DistDuration,PostDistDuration,Base_Title,File_Name,Title,DIR,Vslack_pu,Commands>,Table_Data,Grid_MVA_v,Grid_X2R_v,Init_Vpoc_pu_v,Init_Qpoc_pu_v,En_SMIB_init_v,Vref_pu_v,Vslack_pu_v,Pref_Wind_MW_v,Pref_BESS_MW_v,Infinite_Grid_v,Post_Init_Duration_s,Vpoc_disturbance_pu_t,Vpoc_disturbance_pu_v,Vpoc_disturbance_pu_r
,,13,PLQ S5.2.5.4,Droop,PPOC_VPOC_VREF,-1,-1,1.0397,1.025,1,1226,0,1.2,20.0,5,plq_id13_cuo__vref106.5_vpoc102.5_Pwind400_Pbess0_Q1pu__Dist120_20000ms_post5,S5254_VProfile_034,S5254_VProfile_034 :plq_id13_cuo__vref106.5_vpoc102.5_Pwind400_Pbess0_Q1pu__Dist120_20000ms_post5,CSR_S5254,1.025,,"[[""Filename/Int. Ref."",""S5254_VProfile_034""],[""Fault Level [MVA]"",""-1""],[""X2R"",""-1""],[""Vpoc [.pu]"",""1.0250""],[""Qpoc [.pu]"",""1""],[""Pwind [MW]"",""1226""],[""Pbess [MW]"",""0""],[""t=0"",""steady-state""],[""Dist. Level"",""1.2""],[""Dist. Dur."",""20.0""]]",-1,-1,1.025,1,1,1.0397,1.025,1226,0,1,26.0,"[1, 21.0, 26.0]","[0.17500000000000004, 0, 0]","[""false"", ""false"", ""false""]"
,,13,PLQ S5.2.5.4,Droop,PPOC_VPOC_VREF,-1,-1,1.0397,1.025,1,1226,0,1.15,40.0,5,plq_id13_cuo__vref106.5_vpoc102.5_Pwind400_Pbess0_Q1pu__Dist115_40000ms_post5,S5254_VProfile_035,S5254_VProfile_035 :plq_id13_cuo__vref106.5_vpoc102.5_Pwind400_Pbess0_Q1pu__Dist115_40000ms_post5,CSR_S5254,1.025,,"[[""Filename/Int. Ref."",""S5254_VProfile_035""],[""Fault Level [MVA]"",""-1""],[""X2R"",""-1""],[""Vpoc [.pu]"",""1.0250""],[""Qpoc [.pu]"",""1""],[""Pwind [MW]"",""1226""],[""Pbess [MW]"",""0""],[""t=0"",""steady-state""],[""Dist. Level"",""1.15""],[""Dist. Dur."",""40.0""]]",-1,-1,1.025,1,1,1.0397,1.025,1226,0,1,46.0,"[1, 41.0, 46.0]","[0.125, 0, 0]","[""false"", ""false"", ""false""]"
,,13,PLQ S5.2.5.4,Droop,PPOC_VPOC_VREF,-1,-1,1.0397,1.025,1,1226,0,0.8,10.0,5,plq_id13_cuo__vref106.5_vpoc102.5_Pwind400_Pbess0_Q1pu__Dist80_10000ms_post5,S5254_VProfile_036,S5254_VProfile_036 :plq_id13_cuo__vref106.5_vpoc102.5_Pwind400_Pbess0_Q1pu__Dist80_10000ms_post5,CSR_S5254,1.025,,"[[""Filename/Int. Ref."",""S5254_VProfile_036""],[""Fault Level [MVA]"",""-1""],[""X2R"",""-1""],[""Vpoc [.pu]"",""1.0250""],[""Qpoc [.pu]"",""1""],[""Pwind [MW]"",""1226""],[""Pbess [MW]"",""0""],[""t=0"",""steady-state""],[""Dist. Level"",""0.8""],[""Dist. Dur."",""10.0""]]",-1,-1,1.025,1,1,1.0397,1.025,1226,0,1,16.0,"[1, 11.0, 16.0]","[-0.22499999999999987, 0, 0]","[""false"", ""false"", ""false""]"
,,13,PLQ S5.2.5.4,Droop,PPOC_VPOC_VREF,-1,-1,1.0397,1.025,1,1226,0,0.7,2.0,5,plq_id13_cuo__vref106.5_vpoc102.5_Pwind400_Pbess0_Q1pu__Dist70_2000ms_post5,S5254_VProfile_037,S5254_VProfile_037 :plq_id13_cuo__vref106.5_vpoc102.5_Pwind400_Pbess0_Q1pu__Dist70_2000ms_post5,CSR_S5254,1.025,,"[[""Filename/Int. Ref."",""S5254_VProfile_037""],[""Fault Level [MVA]"",""-1""],[""X2R"",""-1""],[""Vpoc [.pu]"",""1.0250""],[""Qpoc [.pu]"",""1""],[""Pwind [MW]"",""1226""],[""Pbess [MW]"",""0""],[""t=0"",""steady-state""],[""Dist. Level"",""0.7""],[""Dist. Dur."",""2.0""]]",-1,-1,1.025,1,1,1.0397,1.025,1226,0,1,8.0,"[1, 3.0, 8.0]","[-0.32499999999999996, 0, 0]","[""false"", ""false"", ""false""]"
,,13,PLQ S5.2.5.4,Droop,PPOC_VPOC_VREF,-1,-1,1.0397,1.025,1,876,350,1.35,0.02,5,plq_id13_cuo__vref106.5_vpoc102.5_Pwind296_Pbess104_Q1pu__Dist135_20ms_post5,S5254_VProfile_038,S5254_VProfile_038 :plq_id13_cuo__vref106.5_vpoc102.5_Pwind296_Pbess104_Q1pu__Dist135_20ms_post5,CSR_S5254,1.025,,"[[""Filename/Int. Ref."",""S5254_VProfile_038""],[""Fault Level [MVA]"",""-1""],[""X2R"",""-1""],[""Vpoc [.pu]"",""1.0250""],[""Qpoc [.pu]"",""1""],[""Pwind [MW]"",""876""],[""Pbess [MW]"",""350""],[""t=0"",""steady-state""],[""Dist. Level"",""1.35""],[""Dist. Dur."",""0.02""]]",-1,-1,1.025,1,1,1.0397,1.025,876,350,1,6.02,"[1, 1.02, 6.02]","[0.3250000000000002, 0, 0]","[""false"", ""false"", ""false""]"
,,13,PLQ S5.2.5.4,Droop,PPOC_VPOC_VREF,-1,-1,1.0397,1.025,1,876,350,1.3,0.2,5,plq_id13_cuo__vref106.5_vpoc102.5_Pwind296_Pbess104_Q1pu__Dist130_200ms_post5,S5254_VProfile_039,S5254_VProfile_039 :plq_id13_cuo__vref106.5_vpoc102.5_Pwind296_Pbess104_Q1pu__Dist130_200ms_post5,CSR_S5254,1.025,,"[[""Filename/Int. Ref."",""S5254_VProfile_039""],[""Fault Level [MVA]"",""-1""],[""X2R"",""-1""],[""Vpoc [.pu]"",""1.0250""],[""Qpoc [.pu]"",""1""],[""Pwind [MW]"",""876""],[""Pbess [MW]"",""350""],[""t=0"",""steady-state""],[""Dist. Level"",""1.3""],[""Dist. Dur."",""0.2""]]",-1,-1,1.025,1,1,1.0397,1.025,876,350,1,6.2,"[1, 1.2, 6.2]","[0.27500000000000013, 0, 0]","[""false"", ""false"", ""false""]"
,,13,PLQ S5.2.5.4,Droop,PPOC_VPOC_VREF,-1,-1,1.0397,1.025,1,876,350,1.25,2.0,5,plq_id13_cuo__vref106.5_vpoc102.5_Pwind296_Pbess104_Q1pu__Dist125_2000ms_post5,S5254_VProfile_040,S5254_VProfile_040 :plq_id13_cuo__vref106.5_vpoc102.5_Pwind296_Pbess104_Q1pu__Dist125_2000ms_post5,CSR_S5254,1.025,,"[[""Filename/Int. Ref."",""S5254_VProfile_040""],[""Fault Level [MVA]"",""-1""],[""X2R"",""-1""],[""Vpoc [.pu]"",""1.0250""],[""Qpoc [.pu]"",""1""],[""Pwind [MW]"",""876""],[""Pbess [MW]"",""350""],[""t=0"",""steady-state""],[""Dist. Level"",""1.25""],[""Dist. Dur."",""2.0""]]",-1,-1,1.025,1,1,1.0397,1.025,876,350,1,8.0,"[1, 3.0, 8.0]","[0.2250000000000001, 0, 0]","[""false"", ""false"", ""false""]"
,,13,PLQ S5.2.5.4,Droop,PPOC_VPOC_VREF,-1,-1,1.0397,1.025,1,876,350,1.2,20.0,5,plq_id13_cuo__vref106.5_vpoc102.5_Pwind296_Pbess104_Q1pu__Dist120_20000ms_post5,S5254_VProfile_041,S5254_VProfile_041 :plq_id13_cuo__vref106.5_vpoc102.5_Pwind296_Pbess104_Q1pu__Dist120_20000ms_post5,CSR_S5254,1.025,,"[[""Filename/Int. Ref."",""S5254_VProfile_041""],[""Fault Level [MVA]"",""-1""],[""X2R"",""-1""],[""Vpoc [.pu]"",""1.0250""],[""Qpoc [.pu]"",""1""],[""Pwind [MW]"",""876""],[""Pbess [MW]"",""350""],[""t=0"",""steady-state""],[""Dist. Level"",""1.2""],[""Dist. Dur."",""20.0""]]",-1,-1,1.025,1,1,1.0397,1.025,876,350,1,26.0,"[1, 21.0, 26.0]","[0.17500000000000004, 0, 0]","[""false"", ""false"", ""false""]"
,,13,PLQ S5.2.5.4,Droop,PPOC_VPOC_VREF,-1,-1,1.0397,1.025,1,876,350,1.15,40.0,5,plq_id13_cuo__vref106.5_vpoc102.5_Pwind296_Pbess104_Q1pu__Dist115_40000ms_post5,S5254_VProfile_042,S5254_VProfile_042 :plq_id13_cuo__vref106.5_vpoc102.5_Pwind296_Pbess104_Q1pu__Dist115_40000ms_post5,CSR_S5254,1.025,,"[[""Filename/Int. Ref."",""S5254_VProfile_042""],[""Fault Level [MVA]"",""-1""],[""X2R"",""-1""],[""Vpoc [.pu]"",""1.0250""],[""Qpoc [.pu]"",""1""],[""Pwind [MW]"",""876""],[""Pbess [MW]"",""350""],[""t=0"",""steady-state""],[""Dist. Level"",""1.15""],[""Dist. Dur."",""40.0""]]",-1,-1,1.025,1,1,1.0397,1.025,876,350,1,46.0,"[1, 41.0, 46.0]","[0.125, 0, 0]","[""false"", ""false"", ""false""]"
,,13,PLQ S5.2.5.4,Droop,PPOC_VPOC_VREF,-1,-1,1.0397,1.025,1,876,350,0.8,10.0,5,plq_id13_cuo__vref106.5_vpoc102.5_Pwind296_Pbess104_Q1pu__Dist80_10000ms_post5,S5254_VProfile_043,S5254_VProfile_043 :plq_id13_cuo__vref106.5_vpoc102.5_Pwind296_Pbess104_Q1pu__Dist80_10000ms_post5,CSR_S5254,1.025,,"[[""Filename/Int. Ref."",""S5254_VProfile_043""],[""Fault Level [MVA]"",""-1""],[""X2R"",""-1""],[""Vpoc [.pu]"",""1.0250""],[""Qpoc [.pu]"",""1""],[""Pwind [MW]"",""876""],[""Pbess [MW]"",""350""],[""t=0"",""steady-state""],[""Dist. Level"",""0.8""],[""Dist. Dur."",""10.0""]]",-1,-1,1.025,1,1,1.0397,1.025,876,350,1,16.0,"[1, 11.0, 16.0]","[-0.22499999999999987, 0, 0]","[""false"", ""false"", ""false""]"
,,13,PLQ S5.2.5.4,Droop,PPOC_VPOC_VREF,-1,-1,1.0397,1.025,1,876,350,0.7,2.0,5,plq_id13_cuo__vref106.5_vpoc102.5_Pwind296_Pbess104_Q1pu__Dist70_2000ms_post5,S5254_VProfile_044,S5254_VProfile_044 :plq_id13_cuo__vref106.5_vpoc102.5_Pwind296_Pbess104_Q1pu__Dist70_2000ms_post5,CSR_S5254,1.025,,"[[""Filename/Int. Ref."",""S5254_VProfile_044""],[""Fault Level [MVA]"",""-1""],[""X2R"",""-1""],[""Vpoc [.pu]"",""1.0250""],[""Qpoc [.pu]"",""1""],[""Pwind [MW]"",""876""],[""Pbess [MW]"",""350""],[""t=0"",""steady-state""],[""Dist. Level"",""0.7""],[""Dist. Dur."",""2.0""]]",-1,-1,1.025,1,1,1.0397,1.025,876,350,1,8.0,"[1, 3.0, 8.0]","[-0.32499999999999996, 0, 0]","[""false"", ""false"", ""false""]"
,,14,PLQ S5.2.5.4,Droop,PPOC_VPOC_VREF,-1,-1,1.0353,1.05,-1,1226,0,1.35,0.02,5,plq_id14_cuo__vref101_vpoc105_Pwind400_Pbess0_Q-1pu__Dist135_20ms_post5,S5254_VProfile_045,S5254_VProfile_045 :plq_id14_cuo__vref101_vpoc105_Pwind400_Pbess0_Q-1pu__Dist135_20ms_post5,CSR_S5254,1.05,,"[[""Filename/Int. Ref."",""S5254_VProfile_045""],[""Fault Level [MVA]"",""-1""],[""X2R"",""-1""],[""Vpoc [.pu]"",""1.0500""],[""Qpoc [.pu]"",""-1""],[""Pwind [MW]"",""1226""],[""Pbess [MW]"",""0""],[""t=0"",""steady-state""],[""Dist. Level"",""1.35""],[""Dist. Dur."",""0.02""]]",-1,-1,1.05,-1,1,1.0353,1.05,1226,0,1,6.02,"[1, 1.02, 6.02]","[0.30000000000000004, 0, 0]","[""false"", ""false"", ""false""]"
,,14,PLQ S5.2.5.4,Droop,PPOC_VPOC_VREF,-1,-1,1.0353,1.05,-1,1226,0,1.3,0.2,5,plq_id14_cuo__vref101_vpoc105_Pwind400_Pbess0_Q-1pu__Dist130_200ms_post5,S5254_VProfile_046,S5254_VProfile_046 :plq_id14_cuo__vref101_vpoc105_Pwind400_Pbess0_Q-1pu__Dist130_200ms_post5,CSR_S5254,1.05,,"[[""Filename/Int. Ref."",""S5254_VProfile_046""],[""Fault Level [MVA]"",""-1""],[""X2R"",""-1""],[""Vpoc [.pu]"",""1.0500""],[""Qpoc [.pu]"",""-1""],[""Pwind [MW]"",""1226""],[""Pbess [MW]"",""0""],[""t=0"",""steady-state""],[""Dist. Level"",""1.3""],[""Dist. Dur."",""0.2""]]",-1,-1,1.05,-1,1,1.0353,1.05,1226,0,1,6.2,"[1, 1.2, 6.2]","[0.25, 0, 0]","[""false"", ""false"", ""false""]"
,,14,PLQ S5.2.5.4,Droop,PPOC_VPOC_VREF,-1,-1,1.0353,1.05,-1,1226,0,1.25,2.0,5,plq_id14_cuo__vref101_vpoc105_Pwind400_Pbess0_Q-1pu__Dist125_2000ms_post5,S5254_VProfile_047,S5254_VProfile_047 :plq_id14_cuo__vref101_vpoc105_Pwind400_Pbess0_Q-1pu__Dist125_2000ms_post5,CSR_S5254,1.05,,"[[""Filename/Int. Ref."",""S5254_VProfile_047""],[""Fault Level [MVA]"",""-1""],[""X2R"",""-1""],[""Vpoc [.pu]"",""1.0500""],[""Qpoc [.pu]"",""-1""],[""Pwind [MW]"",""1226""],[""Pbess [MW]"",""0""],[""t=0"",""steady-state""],[""Dist. Level"",""1.25""],[""Dist. Dur."",""2.0""]]",-1,-1,1.05,-1,1,1.0353,1.05,1226,0,1,8.0,"[1, 3.0, 8.0]","[0.19999999999999996, 0, 0]","[""false"", ""false"", ""false""]"
,,14,PLQ S5.2.5.4,Droop,PPOC_VPOC_VREF,-1,-1,1.0353,1.05,-1,1226,0,1.2,20.0,5,plq_id14_cuo__vref101_vpoc105_Pwind400_Pbess0_Q-1pu__Dist120_20000ms_post5,S5254_VProfile_048,S5254_VProfile_048 :plq_id14_cuo__vref101_vpoc105_Pwind400_Pbess0_Q-1pu__Dist120_20000ms_post5,CSR_S5254,1.05,,"[[""Filename/Int. Ref."",""S5254_VProfile_048""],[""Fault Level [MVA]"",""-1""],[""X2R"",""-1""],[""Vpoc [.pu]"",""1.0500""],[""Qpoc [.pu]"",""-1""],[""Pwind [MW]"",""1226""],[""Pbess [MW]"",""0""],[""t=0"",""steady-state""],[""Dist. Level"",""1.2""],[""Dist. Dur."",""20.0""]]",-1,-1,1.05,-1,1,1.0353,1.05,1226,0,1,26.0,"[1, 21.0, 26.0]","[0.1499999999999999, 0, 0]","[""false"", ""false"", ""false""]"
,,14,PLQ S5.2.5.4,Droop,PPOC_VPOC_VREF,-1,-1,1.0353,1.05,-1,1226,0,1.15,40.0,5,plq_id14_cuo__vref101_vpoc105_Pwind400_Pbess0_Q-1pu__Dist115_40000ms_post5,S5254_VProfile_049,S5254_VProfile_049 :plq_id14_cuo__vref101_vpoc105_Pwind400_Pbess0_Q-1pu__Dist115_40000ms_post5,CSR_S5254,1.05,,"[[""Filename/Int. Ref."",""S5254_VProfile_049""],[""Fault Level [MVA]"",""-1""],[""X2R"",""-1""],[""Vpoc [.pu]"",""1.0500""],[""Qpoc [.pu]"",""-1""],[""Pwind [MW]"",""1226""],[""Pbess [MW]"",""0""],[""t=0"",""steady-state""],[""Dist. Level"",""1.15""],[""Dist. Dur."",""40.0""]]",-1,-1,1.05,-1,1,1.0353,1.05,1226,0,1,46.0,"[1, 41.0, 46.0]","[0.09999999999999987, 0, 0]","[""false"", ""false"", ""false""]"
,,14,PLQ S5.2.5.4,Droop,PPOC_VPOC_VREF,-1,-1,1.0353,1.05,-1,1226,0,0.8,10.0,5,plq_id14_cuo__vref101_vpoc105_Pwind400_Pbess0_Q-1pu__Dist80_10000ms_post5,S5254_VProfile_050,S5254_VProfile_050 :plq_id14_cuo__vref101_vpoc105_Pwind400_Pbess0_Q-1pu__Dist80_10000ms_post5,CSR_S5254,1.05,,"[[""Filename/Int. Ref."",""S5254_VProfile_050""],[""Fault Level [MVA]"",""-1""],[""X2R"",""-1""],[""Vpoc [.pu]"",""1.0500""],[""Qpoc [.pu]"",""-1""],[""Pwind [MW]"",""1226""],[""Pbess [MW]"",""0""],[""t=0"",""steady-state""],[""Dist. Level"",""0.8""],[""Dist. Dur."",""10.0""]]",-1,-1,1.05,-1,1,1.0353,1.05,1226,0,1,16.0,"[1, 11.0, 16.0]","[-0.25, 0, 0]","[""false"", ""false"", ""false""]"
,,14,PLQ S5.2.5.4,Droop,PPOC_VPOC_VREF,-1,-1,1.0353,1.05,-1,1226,0,0.7,2.0,5,plq_id14_cuo__vref101_vpoc105_Pwind400_Pbess0_Q-1pu__Dist70_2000ms_post5,S5254_VProfile_051,S5254_VProfile_051 :plq_id14_cuo__vref101_vpoc105_Pwind400_Pbess0_Q-1pu__Dist70_2000ms_post5,CSR_S5254,1.05,,"[[""Filename/Int. Ref."",""S5254_VProfile_051""],[""Fault Level [MVA]"",""-1""],[""X2R"",""-1""],[""Vpoc [.pu]"",""1.0500""],[""Qpoc [.pu]"",""-1""],[""Pwind [MW]"",""1226""],[""Pbess [MW]"",""0""],[""t=0"",""steady-state""],[""Dist. Level"",""0.7""],[""Dist. Dur."",""2.0""]]",-1,-1,1.05,-1,1,1.0353,1.05,1226,0,1,8.0,"[1, 3.0, 8.0]","[-0.3500000000000001, 0, 0]","[""false"", ""false"", ""false""]"
,,14,PLQ S5.2.5.4,Droop,PPOC_VPOC_VREF,-1,-1,1.0353,1.05,-1,876,350,1.35,0.02,5,plq_id14_cuo__vref101_vpoc105_Pwind296_Pbess104_Q-1pu__Dist135_20ms_post5,S5254_VProfile_052,S5254_VProfile_052 :plq_id14_cuo__vref101_vpoc105_Pwind296_Pbess104_Q-1pu__Dist135_20ms_post5,CSR_S5254,1.05,,"[[""Filename/Int. Ref."",""S5254_VProfile_052""],[""Fault Level [MVA]"",""-1""],[""X2R"",""-1""],[""Vpoc [.pu]"",""1.0500""],[""Qpoc [.pu]"",""-1""],[""Pwind [MW]"",""876""],[""Pbess [MW]"",""350""],[""t=0"",""steady-state""],[""Dist. Level"",""1.35""],[""Dist. Dur."",""0.02""]]",-1,-1,1.05,-1,1,1.0353,1.05,876,350,1,6.02,"[1, 1.02, 6.02]","[0.30000000000000004, 0, 0]","[""false"", ""false"", ""false""]"
,,14,PLQ S5.2.5.4,Droop,PPOC_VPOC_VREF,-1,-1,1.0353,1.05,-1,876,350,1.3,0.2,5,plq_id14_cuo__vref101_vpoc105_Pwind296_Pbess104_Q-1pu__Dist130_200ms_post5,S5254_VProfile_053,S5254_VProfile_053 :plq_id14_cuo__vref101_vpoc105_Pwind296_Pbess104_Q-1pu__Dist130_200ms_post5,CSR_S5254,1.05,,"[[""Filename/Int. Ref."",""S5254_VProfile_053""],[""Fault Level [MVA]"",""-1""],[""X2R"",""-1""],[""Vpoc [.pu]"",""1.0500""],[""Qpoc [.pu]"",""-1""],[""Pwind [MW]"",""876""],[""Pbess [MW]"",""350""],[""t=0"",""steady-state""],[""Dist. Level"",""1.3""],[""Dist. Dur."",""0.2""]]",-1,-1,1.05,-1,1,1.0353,1.05,876,350,1,6.2,"[1, 1.2, 6.2]","[0.25, 0, 0]","[""false"", ""false"", ""false""]"
,,14,PLQ S5.2.5.4,Droop,PPOC_VPOC_VREF,-1,-1,1.0353,1.05,-1,876,350,1.25,2.0,5,plq_id14_cuo__vref101_vpoc105_Pwind296_Pbess104_Q-1pu__Dist125_2000ms_post5,S5254_VProfile_054,S5254_VProfile_054 :plq_id14_cuo__vref101_vpoc105_Pwind296_Pbess104_Q-1pu__Dist125_2000ms_post5,CSR_S5254,1.05,,"[[""Filename/Int. Ref."",""S5254_VProfile_054""],[""Fault Level [MVA]"",""-1""],[""X2R"",""-1""],[""Vpoc [.pu]"",""1.0500""],[""Qpoc [.pu]"",""-1""],[""Pwind [MW]"",""876""],[""Pbess [MW]"",""350""],[""t=0"",""steady-state""],[""Dist. Level"",""1.25""],[""Dist. Dur."",""2.0""]]",-1,-1,1.05,-1,1,1.0353,1.05,876,350,1,8.0,"[1, 3.0, 8.0]","[0.19999999999999996, 0, 0]","[""false"", ""false"", ""false""]"
,,14,PLQ S5.2.5.4,Droop,PPOC_VPOC_VREF,-1,-1,1.0353,1.05,-1,876,350,1.2,20.0,5,plq_id14_cuo__vref101_vpoc105_Pwind296_Pbess104_Q-1pu__Dist120_20000ms_post5,S5254_VProfile_055,S5254_VProfile_055 :plq_id14_cuo__vref101_vpoc105_Pwind296_Pbess104_Q-1pu__Dist120_20000ms_post5,CSR_S5254,1.05,,"[[""Filename/Int. Ref."",""S5254_VProfile_055""],[""Fault Level [MVA]"",""-1""],[""X2R"",""-1""],[""Vpoc [.pu]"",""1.0500""],[""Qpoc [.pu]"",""-1""],[""Pwind [MW]"",""876""],[""Pbess [MW]"",""350""],[""t=0"",""steady-state""],[""Dist. Level"",""1.2""],[""Dist. Dur."",""20.0""]]",-1,-1,1.05,-1,1,1.0353,1.05,876,350,1,26.0,"[1, 21.0, 26.0]","[0.1499999999999999, 0, 0]","[""false"", ""false"", ""false""]"
,,14,PLQ S5.2.5.4,Droop,PPOC_VPOC_VREF,-1,-1,1.0353,1.05,-1,876,350,1.15,40.0,5,plq_id14_cuo__vref101_vpoc105_Pwind296_Pbess104_Q-1pu__Dist115_40000ms_post5,S5254_VProfile_056,S5254_VProfile_056 :plq_id14_cuo__vref101_vpoc105_Pwind296_Pbess104_Q-1pu__Dist115_40000ms_post5,CSR_S5254,1.05,,"[[""Filename/Int. Ref."",""S5254_VProfile_056""],[""Fault Level [MVA]"",""-1""],[""X2R"",""-1""],[""Vpoc [.pu]"",""1.0500""],[""Qpoc [.pu]"",""-1""],[""Pwind [MW]"",""876""],[""Pbess [MW]"",""350""],[""t=0"",""steady-state""],[""Dist. Level"",""1.15""],[""Dist. Dur."",""40.0""]]",-1,-1,1.05,-1,1,1.0353,1.05,876,350,1,46.0,"[1, 41.0, 46.0]","[0.09999999999999987, 0, 0]","[""false"", ""false"", ""false""]"
,,14,PLQ S5.2.5.4,Droop,PPOC_VPOC_VREF,-1,-1,1.0353,1.05,-1,876,350,0.8,10.0,5,plq_id14_cuo__vref101_vpoc105_Pwind296_Pbess104_Q-1pu__Dist80_10000ms_post5,S5254_VProfile_057,S5254_VProfile_057 :plq_id14_cuo__vref101_vpoc105_Pwind296_Pbess104_Q-1pu__Dist80_10000ms_post5,CSR_S5254,1.05,,"[[""Filename/Int. Ref."",""S5254_VProfile_057""],[""Fault Level [MVA]"",""-1""],[""X2R"",""-1""],[""Vpoc [.pu]"",""1.0500""],[""Qpoc [.pu]"",""-1""],[""Pwind [MW]"",""876""],[""Pbess [MW]"",""350""],[""t=0"",""steady-state""],[""Dist. Level"",""0.8""],[""Dist. Dur."",""10.0""]]",-1,-1,1.05,-1,1,1.0353,1.05,876,350,1,16.0,"[1, 11.0, 16.0]","[-0.25, 0, 0]","[""false"", ""false"", ""false""]"
,,14,PLQ S5.2.5.4,Droop,PPOC_VPOC_VREF,-1,-1,1.0353,1.05,-1,876,350,0.7,2.0,5,plq_id14_cuo__vref101_vpoc105_Pwind296_Pbess104_Q-1pu__Dist70_2000ms_post5,S5254_VProfile_058,S5254_VProfile_058 :plq_id14_cuo__vref101_vpoc105_Pwind296_Pbess104_Q-1pu__Dist70_2000ms_post5,CSR_S5254,1.05,,"[[""Filename/Int. Ref."",""S5254_VProfile_058""],[""Fault Level [MVA]"",""-1""],[""X2R"",""-1""],[""Vpoc [.pu]"",""1.0500""],[""Qpoc [.pu]"",""-1""],[""Pwind [MW]"",""876""],[""Pbess [MW]"",""350""],[""t=0"",""steady-state""],[""Dist. Level"",""0.7""],[""Dist. Dur."",""2.0""]]",-1,-1,1.05,-1,1,1.0353,1.05,876,350,1,8.0,"[1, 3.0, 8.0]","[-0.3500000000000001, 0, 0]","[""false"", ""false"", ""false""]"
,,15,PLQ S5.2.5.4,Droop,PPOC_VPOC_VREF,-1,-1,1.0397,1.025,1,0,0,1.35,0.02,5,plq_id15_cuo__vref106.5_vpoc102.5_Pwind0_Pbess0_Q1pu__Dist135_20ms_post5,S5254_VProfile_059,S5254_VProfile_059 :plq_id15_cuo__vref106.5_vpoc102.5_Pwind0_Pbess0_Q1pu__Dist135_20ms_post5,CSR_S5254,1.025,,"[[""Filename/Int. Ref."",""S5254_VProfile_059""],[""Fault Level [MVA]"",""-1""],[""X2R"",""-1""],[""Vpoc [.pu]"",""1.0250""],[""Qpoc [.pu]"",""1""],[""Pwind [MW]"",""0""],[""Pbess [MW]"",""0""],[""t=0"",""steady-state""],[""Dist. Level"",""1.35""],[""Dist. Dur."",""0.02""]]",-1,-1,1.025,1,1,1.0397,1.025,0,0,1,6.02,"[1, 1.02, 6.02]","[0.3250000000000002, 0, 0]","[""false"", ""false"", ""false""]"
,,15,PLQ S5.2.5.4,Droop,PPOC_VPOC_VREF,-1,-1,1.0397,1.025,1,0,0,1.3,0.2,5,plq_id15_cuo__vref106.5_vpoc102.5_Pwind0_Pbess0_Q1pu__Dist130_200ms_post5,S5254_VProfile_060,S5254_VProfile_060 :plq_id15_cuo__vref106.5_vpoc102.5_Pwind0_Pbess0_Q1pu__Dist130_200ms_post5,CSR_S5254,1.025,,"[[""Filename/Int. Ref."",""S5254_VProfile_060""],[""Fault Level [MVA]"",""-1""],[""X2R"",""-1""],[""Vpoc [.pu]"",""1.0250""],[""Qpoc [.pu]"",""1""],[""Pwind [MW]"",""0""],[""Pbess [MW]"",""0""],[""t=0"",""steady-state""],[""Dist. Level"",""1.3""],[""Dist. Dur."",""0.2""]]",-1,-1,1.025,1,1,1.0397,1.025,0,0,1,6.2,"[1, 1.2, 6.2]","[0.27500000000000013, 0, 0]","[""false"", ""false"", ""false""]"
,,15,PLQ S5.2.5.4,Droop,PPOC_VPOC_VREF,-1,-1,1.0397,1.025,1,0,0,1.25,2.0,5,plq_id15_cuo__vref106.5_vpoc102.5_Pwind0_Pbess0_Q1pu__Dist125_2000ms_post5,S5254_VProfile_061,S5254_VProfile_061 :plq_id15_cuo__vref106.5_vpoc102.5_Pwind0_Pbess0_Q1pu__Dist125_2000ms_post5,CSR_S5254,1.025,,"[[""Filename/Int. Ref."",""S5254_VProfile_061""],[""Fault Level [MVA]"",""-1""],[""X2R"",""-1""],[""Vpoc [.pu]"",""1.0250""],[""Qpoc [.pu]"",""1""],[""Pwind [MW]"",""0""],[""Pbess [MW]"",""0""],[""t=0"",""steady-state""],[""Dist. Level"",""1.25""],[""Dist. Dur."",""2.0""]]",-1,-1,1.025,1,1,1.0397,1.025,0,0,1,8.0,"[1, 3.0, 8.0]","[0.2250000000000001, 0, 0]","[""false"", ""false"", ""false""]"
