Grouping,Key_Tests,File_Name,Category,Control_Mode,Init_Strategy,Init_Fault_MVA,Init_Fault_X_on_R,Init_Vref_pu,Init_Vpoc_pu,Init_Qpoc_pu,Init_Pwind_MW,Init_Pbess_MW,Time_Steps,Grid_hz,DIR,Vslack_pu,Commands>,Grid_MVA_v,Grid_X2R_v,Init_Vpoc_pu_v,Init_Qpoc_pu_v,En_SMIB_init_v,Vref_pu_v,Vslack_pu_v,Pref_Wind_MW_v,Pref_BESS_MW_v,Infinite_Grid_v,Post_Init_Duration_s,Grid_Hz_t,Grid_Hz_v,Grid_Hz_r
,,s52511_GridHz_015,Fdroop[0.5hz],Droop,,1500,10,1.0381585394210056,1.03375,0.3,876.0,350,"[0, 1, 13.0]","[50, 50.5, 50.5]",CSR_S52511,1.1628890111051973,,1500,10,1.03375,0.3,1,1.0381585394210056,1.1628890111051973,876.0,350,0,13.0,"[0, 1, 13.0]","[50, 50.5, 50.5]","[true, true, true]"
,,s52511_GridHz_016,Fdroop[0.5hz],Droop,,1500,10,1.0381585394210056,1.03375,0.3,122.60000000000001,-350,"[0, 1, 13.0]","[50, 50.5, 50.5]",CSR_S52511,0.9703177010948374,,1500,10,1.03375,0.3,1,1.0381585394210056,0.9703177010948374,122.60000000000001,-350,0,13.0,"[0, 1, 13.0]","[50, 50.5, 50.5]","[true, true, true]"
,,s52511_GridHz_017,Fdroop[0.5hz],Droop,,1500,10,1.0381585394210056,1.03375,0.3,613.0,0,"[0, 1, 13.0]","[50, 50.5, 50.5]",CSR_S52511,0.9822394099102046,,1500,10,1.03375,0.3,1,1.0381585394210056,0.9822394099102046,613.0,0,0,13.0,"[0, 1, 13.0]","[50, 50.5, 50.5]","[true, true, true]"
,,s52511_GridHz_018,Fdroop[0.5hz],Droop,,1500,10,1.0375,1.0375,0.0,1226.0,0,"[0, 1, 13.0]","[50, 50.5, 50.5]",CSR_S52511,1.2386951830136483,,1500,10,1.0375,0.0,1,1.0375,1.2386951830136483,1226.0,0,0,13.0,"[0, 1, 13.0]","[50, 50.5, 50.5]","[true, true, true]"
,,s52511_GridHz_019,Fdroop[0.5hz],Droop,,1500,10,1.0375,1.0375,0.0,876.0,350,"[0, 1, 13.0]","[50, 50.5, 50.5]",CSR_S52511,1.2386951830136483,,1500,10,1.0375,0.0,1,1.0375,1.2386951830136483,876.0,350,0,13.0,"[0, 1, 13.0]","[50, 50.5, 50.5]","[true, true, true]"
,,s52511_GridHz_020,Fdroop[0.5hz],Droop,,1500,10,1.0375,1.0375,0.0,122.60000000000001,-350,"[0, 1, 13.0]","[50, 50.5, 50.5]",CSR_S52511,1.0620390637099717,,1500,10,1.0375,0.0,1,1.0375,1.0620390637099717,122.60000000000001,-350,0,13.0,"[0, 1, 13.0]","[50, 50.5, 50.5]","[true, true, true]"
,,s52511_GridHz_021,Fdroop[0.5hz],Droop,,1500,10,1.0375,1.0375,0.0,613.0,0,"[0, 1, 13.0]","[50, 50.5, 50.5]",CSR_S52511,1.0724888220545965,,1500,10,1.0375,0.0,1,1.0375,1.0724888220545965,613.0,0,0,13.0,"[0, 1, 13.0]","[50, 50.5, 50.5]","[true, true, true]"
,,s52511_GridHz_022,Fdroop[0.5hz],Droop,,1500,10,1.0368414605789944,1.04125,-0.3,1226.0,0,"[0, 1, 13.0]","[50, 50.5, 50.5]",CSR_S52511,1.3164025489574032,,1500,10,1.04125,-0.3,1,1.0368414605789944,1.3164025489574032,1226.0,0,0,13.0,"[0, 1, 13.0]","[50, 50.5, 50.5]","[true, true, true]"
,,s52511_GridHz_023,Fdroop[0.5hz],Droop,,1500,10,1.0368414605789944,1.04125,-0.3,876.0,350,"[0, 1, 13.0]","[50, 50.5, 50.5]",CSR_S52511,1.3164025489574032,,1500,10,1.04125,-0.3,1,1.0368414605789944,1.3164025489574032,876.0,350,0,13.0,"[0, 1, 13.0]","[50, 50.5, 50.5]","[true, true, true]"
,,s52511_GridHz_024,Fdroop[0.5hz],Droop,,1500,10,1.0368414605789944,1.04125,-0.3,122.60000000000001,-350,"[0, 1, 13.0]","[50, 50.5, 50.5]",CSR_S52511,1.1535967839906565,,1500,10,1.04125,-0.3,1,1.0368414605789944,1.1535967839906565,122.60000000000001,-350,0,13.0,"[0, 1, 13.0]","[50, 50.5, 50.5]","[true, true, true]"
,,s52511_GridHz_025,Fdroop[0.5hz],Droop,,1500,10,1.0368414605789944,1.04125,-0.3,613.0,0,"[0, 1, 13.0]","[50, 50.5, 50.5]",CSR_S52511,1.1628107379683266,,1500,10,1.04125,-0.3,1,1.0368414605789944,1.1628107379683266,613.0,0,0,13.0,"[0, 1, 13.0]","[50, 50.5, 50.5]","[true, true, true]"
,,s52511_GridHz_026,Fdroop[1.5hz],Droop,,2528,10,1.0381585394210056,1.03375,0.3,1226.0,0,"[0, 1, 37.0]","[50, 51.5, 51.5]",CSR_S52511,1.0412149100929873,,2528,10,1.03375,0.3,1,1.0381585394210056,1.0412149100929873,1226.0,0,0,37.0,"[0, 1, 37.0]","[50, 51.5, 51.5]","[true, true, true]"
,,s52511_GridHz_027,Fdroop[1.5hz],Droop,,2528,10,1.0381585394210056,1.03375,0.3,876.0,350,"[0, 1, 37.0]","[50, 51.5, 51.5]",CSR_S52511,1.0412149100929873,,2528,10,1.03375,0.3,1,1.0381585394210056,1.0412149100929873,876.0,350,0,37.0,"[0, 1, 37.0]","[50, 51.5, 51.5]","[true, true, true]"
,,s52511_GridHz_028,Fdroop[1.5hz],Droop,,2528,10,1.0381585394210056,1.03375,0.3,122.60000000000001,-350,"[0, 1, 37.0]","[50, 51.5, 51.5]",CSR_S52511,0.9929884543243673,,2528,10,1.03375,0.3,1,1.0381585394210056,0.9929884543243673,122.60000000000001,-350,0,37.0,"[0, 1, 37.0]","[50, 51.5, 51.5]","[true, true, true]"
,,s52511_GridHz_029,Fdroop[1.5hz],Droop,,2528,10,1.0381585394210056,1.03375,0.3,613.0,0,"[0, 1, 37.0]","[50, 51.5, 51.5]",CSR_S52511,0.9835237032765316,,2528,10,1.03375,0.3,1,1.0381585394210056,0.9835237032765316,613.0,0,0,37.0,"[0, 1, 37.0]","[50, 51.5, 51.5]","[true, true, true]"
,,s52511_GridHz_030,Fdroop[1.5hz],Droop,,2528,10,1.0375,1.0375,0.0,1226.0,0,"[0, 1, 37.0]","[50, 51.5, 51.5]",CSR_S52511,1.0947116114018198,,2528,10,1.0375,0.0,1,1.0375,1.0947116114018198,1226.0,0,0,37.0,"[0, 1, 37.0]","[50, 51.5, 51.5]","[true, true, true]"
,,s52511_GridHz_031,Fdroop[1.5hz],Droop,,2528,10,1.0375,1.0375,0.0,876.0,350,"[0, 1, 37.0]","[50, 51.5, 51.5]",CSR_S52511,1.0947116114018198,,2528,10,1.0375,0.0,1,1.0375,1.0947116114018198,876.0,350,0,37.0,"[0, 1, 37.0]","[50, 51.5, 51.5]","[true, true, true]"
,,s52511_GridHz_032,Fdroop[1.5hz],Droop,,2528,10,1.0375,1.0375,0.0,122.60000000000001,-350,"[0, 1, 37.0]","[50, 51.5, 51.5]",CSR_S52511,1.0496783207603981,,2528,10,1.0375,0.0,1,1.0375,1.0496783207603981,122.60000000000001,-350,0,37.0,"[0, 1, 37.0]","[50, 51.5, 51.5]","[true, true, true]"
,,s52511_GridHz_033,Fdroop[1.5hz],Droop,,2528,10,1.0375,1.0375,0.0,613.0,0,"[0, 1, 37.0]","[50, 51.5, 51.5]",CSR_S52511,1.0405647447890178,,2528,10,1.0375,0.0,1,1.0375,1.0405647447890178,613.0,0,0,37.0,"[0, 1, 37.0]","[50, 51.5, 51.5]","[true, true, true]"
,,s52511_GridHz_034,Fdroop[1.5hz],Droop,,2528,10,1.0368414605789944,1.04125,-0.3,1226.0,0,"[0, 1, 37.0]","[50, 51.5, 51.5]",CSR_S52511,1.148252649894332,,2528,10,1.04125,-0.3,1,1.0368414605789944,1.148252649894332,1226.0,0,0,37.0,"[0, 1, 37.0]","[50, 51.5, 51.5]","[true, true, true]"
,,s52511_GridHz_035,Fdroop[1.5hz],Droop,,2528,10,1.0368414605789944,1.04125,-0.3,876.0,350,"[0, 1, 37.0]","[50, 51.5, 51.5]",CSR_S52511,1.148252649894332,,2528,10,1.04125,-0.3,1,1.0368414605789944,1.148252649894332,876.0,350,0,37.0,"[0, 1, 37.0]","[50, 51.5, 51.5]","[true, true, true]"
,,s52511_GridHz_036,Fdroop[1.5hz],Droop,,2528,10,1.0368414605789944,1.04125,-0.3,122.60000000000001,-350,"[0, 1, 37.0]","[50, 51.5, 51.5]",CSR_S52511,1.1060886754886046,,2528,10,1.04125,-0.3,1,1.0368414605789944,1.1060886754886046,122.60000000000001,-350,0,37.0,"[0, 1, 37.0]","[50, 51.5, 51.5]","[true, true, true]"
,,s52511_GridHz_037,Fdroop[1.5hz],Droop,,2528,10,1.0368414605789944,1.04125,-0.3,613.0,0,"[0, 1, 37.0]","[50, 51.5, 51.5]",CSR_S52511,1.0972893275109443,,2528,10,1.04125,-0.3,1,1.0368414605789944,1.0972893275109443,613.0,0,0,37.0,"[0, 1, 37.0]","[50, 51.5, 51.5]","[true, true, true]"
,,s52511_GridHz_038,Fdroop[1.5hz],Droop,,1500,10,1.0381585394210056,1.03375,0.3,1226.0,0,"[0, 1, 37.0]","[50, 51.5, 51.5]",CSR_S52511,1.1628890111051973,,1500,10,1.03375,0.3,1,1.0381585394210056,1.1628890111051973,1226.0,0,0,37.0,"[0, 1, 37.0]","[50, 51.5, 51.5]","[true, true, true]"
,,s52511_GridHz_039,Fdroop[1.5hz],Droop,,1500,10,1.0381585394210056,1.03375,0.3,876.0,350,"[0, 1, 37.0]","[50, 51.5, 51.5]",CSR_S52511,1.1628890111051973,,1500,10,1.03375,0.3,1,1.0381585394210056,1.1628890111051973,876.0,350,0,37.0,"[0, 1, 37.0]","[50, 51.5, 51.5]","[true, true, true]"
,,s52511_GridHz_040,Fdroop[1.5hz],Droop,,1500,10,1.0381585394210056,1.03375,0.3,122.60000000000001,-350,"[0, 1, 37.0]","[50, 51.5, 51.5]",CSR_S52511,0.9703177010948374,,1500,10,1.03375,0.3,1,1.0381585394210056,0.9703177010948374,122.60000000000001,-350,0,37.0,"[0, 1, 37.0]","[50, 51.5, 51.5]","[true, true, true]"
,,s52511_GridHz_041,Fdroop[1.5hz],Droop,,1500,10,1.0381585394210056,1.03375,0.3,613.0,0,"[0, 1, 37.0]","[50, 51.5, 51.5]",CSR_S52511,0.9822394099102046,,1500,10,1.03375,0.3,1,1.0381585394210056,0.9822394099102046,613.0,0,0,37.0,"[0, 1, 37.0]","[50, 51.5, 51.5]","[true, true, true]"
,,s52511_GridHz_042,Fdroop[1.5hz],Droop,,1500,10,1.0375,1.0375,0.0,1226.0,0,"[0, 1, 37.0]","[50, 51.5, 51.5]",CSR_S52511,1.2386951830136483,,1500,10,1.0375,0.0,1,1.0375,1.2386951830136483,1226.0,0,0,37.0,"[0, 1, 37.0]","[50, 51.5, 51.5]","[true, true, true]"
,,s52511_GridHz_043,Fdroop[1.5hz],Droop,,1500,10,1.0375,1.0375,0.0,876.0,350,"[0, 1, 37.0]","[50, 51.5, 51.5]",CSR_S52511,1.2386951830136483,,1500,10,1.0375,0.0,1,1.0375,1.2386951830136483,876.0,350,0,37.0,"[0, 1, 37.0]","[50, 51.5, 51.5]","[true, true, true]"
,,s52511_GridHz_044,Fdroop[1.5hz],Droop,,1500,10,1.0375,1.0375,0.0,122.60000000000001,-350,"[0, 1, 37.0]","[50, 51.5, 51.5]",CSR_S52511,1.0620390637099717,,1500,10,1.0375,0.0,1,1.0375,1.0620390637099717,122.60000000000001,-350,0,37.0,"[0, 1, 37.0]","[50, 51.5, 51.5]","[true, true, true]"
,,s52511_GridHz_045,Fdroop[1.5hz],Droop,,1500,10,1.0375,1.0375,0.0,613.0,0,"[0, 1, 37.0]","[50, 51.5, 51.5]",CSR_S52511,1.0724888220545965,,1500,10,1.0375,0.0,1,1.0375,1.0724888220545965,613.0,0,0,37.0,"[0, 1, 37.0]","[50, 51.5, 51.5]","[true, true, true]"
,,s52511_GridHz_046,Fdroop[1.5hz],Droop,,1500,10,1.0368414605789944,1.04125,-0.3,1226.0,0,"[0, 1, 37.0]","[50, 51.5, 51.5]",CSR_S52511,1.3164025489574032,,1500,10,1.04125,-0.3,1,1.0368414605789944,1.3164025489574032,1226.0,0,0,37.0,"[0, 1, 37.0]","[50, 51.5, 51.5]","[true, true, true]"
,,s52511_GridHz_047,Fdroop[1.5hz],Droop,,1500,10,1.0368414605789944,1.04125,-0.3,876.0,350,"[0, 1, 37.0]","[50, 51.5, 51.5]",CSR_S52511,1.3164025489574032,,1500,10,1.04125,-0.3,1,1.0368414605789944,1.3164025489574032,876.0,350,0,37.0,"[0, 1, 37.0]","[50, 51.5, 51.5]","[true, true, true]"
,,s52511_GridHz_048,Fdroop[1.5hz],Droop,,1500,10,1.0368414605789944,1.04125,-0.3,122.60000000000001,-350,"[0, 1, 37.0]","[50, 51.5, 51.5]",CSR_S52511,1.1535967839906565,,1500,10,1.04125,-0.3,1,1.0368414605789944,1.1535967839906565,122.60000000000001,-350,0,37.0,"[0, 1, 37.0]","[50, 51.5, 51.5]","[true, true, true]"
,,s52511_GridHz_049,Fdroop[1.5hz],Droop,,1500,10,1.0368414605789944,1.04125,-0.3,613.0,0,"[0, 1, 37.0]","[50, 51.5, 51.5]",CSR_S52511,1.1628107379683266,,1500,10,1.04125,-0.3,1,1.0368414605789944,1.1628107379683266,613.0,0,0,37.0,"[0, 1, 37.0]","[50, 51.5, 51.5]","[true, true, true]"
,,s52511_GridHz_050,Fdroop[-0.5hz],Droop,,2528,10,1.0381585394210056,1.03375,0.3,1226.0,0,"[0, 1, 13.0]","[50, 49.5, 49.5]",CSR_S52511,1.0412149100929873,,2528,10,1.03375,0.3,1,1.0381585394210056,1.0412149100929873,1226.0,0,0,13.0,"[0, 1, 13.0]","[50, 49.5, 49.5]","[true, true, true]"
,,s52511_GridHz_051,Fdroop[-0.5hz],Droop,,2528,10,1.0381585394210056,1.03375,0.3,876.0,350,"[0, 1, 13.0]","[50, 49.5, 49.5]",CSR_S52511,1.0412149100929873,,2528,10,1.03375,0.3,1,1.0381585394210056,1.0412149100929873,876.0,350,0,13.0,"[0, 1, 13.0]","[50, 49.5, 49.5]","[true, true, true]"
,,s52511_GridHz_052,Fdroop[-0.5hz],Droop,,2528,10,1.0381585394210056,1.03375,0.3,122.60000000000001,-350,"[0, 1, 13.0]","[50, 49.5, 49.5]",CSR_S52511,0.9929884543243673,,2528,10,1.03375,0.3,1,1.0381585394210056,0.9929884543243673,122.60000000000001,-350,0,13.0,"[0, 1, 13.0]","[50, 49.5, 49.5]","[true, true, true]"
,,s52511_GridHz_053,Fdroop[-0.5hz],Droop,,2528,10,1.0381585394210056,1.03375,0.3,613.0,0,"[0, 1, 13.0]","[50, 49.5, 49.5]",CSR_S52511,0.9835237032765316,,2528,10,1.03375,0.3,1,1.0381585394210056,0.9835237032765316,613.0,0,0,13.0,"[0, 1, 13.0]","[50, 49.5, 49.5]","[true, true, true]"
,,s52511_GridHz_054,Fdroop[-0.5hz],Droop,,2528,10,1.0375,1.0375,0.0,1226.0,0,"[0, 1, 13.0]","[50, 49.5, 49.5]",CSR_S52511,1.0947116114018198,,2528,10,1.0375,0.0,1,1.0375,1.0947116114018198,1226.0,0,0,13.0,"[0, 1, 13.0]","[50, 49.5, 49.5]","[true, true, true]"
,,s52511_GridHz_055,Fdroop[-0.5hz],Droop,,2528,10,1.0375,1.0375,0.0,876.0,350,"[0, 1, 13.0]","[50, 49.5, 49.5]",CSR_S52511,1.0947116114018198,,2528,10,1.0375,0.0,1,1.0375,1.0947116114018198,876.0,350,0,13.0,"[0, 1, 13.0]","[50, 49.5, 49.5]","[true, true, true]"
,,s52511_GridHz_056,Fdroop[-0.5hz],Droop,,2528,10,1.0375,1.0375,0.0,122.60000000000001,-350,"[0, 1, 13.0]","[50, 49.5, 49.5]",CSR_S52511,1.0496783207603981,,2528,10,1.0375,0.0,1,1.0375,1.0496783207603981,122.60000000000001,-350,0,13.0,"[0, 1, 13.0]","[50, 49.5, 49.5]","[true, true, true]"
,,s52511_GridHz_057,Fdroop[-0.5hz],Droop,,2528,10,1.0375,1.0375,0.0,613.0,0,"[0, 1, 13.0]","[50, 49.5, 49.5]",CSR_S52511,1.0405647447890178,,2528,10,1.0375,0.0,1,1.0375,1.0405647447890178,613.0,0,0,13.0,"[0, 1, 13.0]","[50, 49.5, 49.5]","[true, true, true]"
,,s52511_GridHz_058,Fdroop[-0.5hz],Droop,,2528,10,1.0368414605789944,1.04125,-0.3,1226.0,0,"[0, 1, 13.0]","[50, 49.5, 49.5]",CSR_S52511,1.148252649894332,,2528,10,1.04125,-0.3,1,1.0368414605789944,1.148252649894332,1226.0,0,0,13.0,"[0, 1, 13.0]","[50, 49.5, 49.5]","[true, true, true]"
,,s52511_GridHz_059,Fdroop[-0.5hz],Droop,,2528,10,1.0368414605789944,1.04125,-0.3,876.0,350,"[0, 1, 13.0]","[50, 49.5, 49.5]",CSR_S52511,1.148252649894332,,2528,10,1.04125,-0.3,1,1.0368414605789944,1.148252649894332,876.0,350,0,13.0,"[0, 1, 13.0]","[50, 49.5, 49.5]","[true, true, true]"
,,s52511_GridHz_060,Fdroop[-0.5hz],Droop,,2528,10,1.0368414605789944,1.04125,-0.3,122.60000000000001,-350,"[0, 1, 13.0]","[50, 49.5, 49.5]",CSR_S52511,1.1060886754886046,,2528,10,1.04125,-0.3,1,1.0368414605789944,1.1060886754886046,122.60000000000001,-350,0,13.0,"[0, 1, 13.0]","[50, 49.5, 49.5]","[true, true, true]"
,,s52511_GridHz_061,Fdroop[-0.5hz],Droop,,2528,10,1.0368414605789944,1.04125,-0.3,613.0,0,"[0, 1, 13.0]","[50, 49.5, 49.5]",CSR_S52511,1.0972893275109443,,2528,10,1.04125,-0.3,1,1.0368414605789944,1.0972893275109443,613.0,0,0,13.0,"[0, 1, 13.0]","[50, 49.5, 49.5]","[true, true, true]"
,,s52511_GridHz_062,Fdroop[-0.5hz],Droop,,1500,10,1.0381585394210056,1.03375,0.3,1226.0,0,"[0, 1, 13.0]","[50, 49.5, 49.5]",CSR_S52511,1.1628890111051973,,1500,10,1.03375,0.3,1,1.0381585394210056,1.1628890111051973,1226.0,0,0,13.0,"[0, 1, 13.0]","[50, 49.5, 49.5]","[true, true, true]"
,,s52511_GridHz_063,Fdroop[-0.5hz],Droop,,1500,10,1.0381585394210056,1.03375,0.3,876.0,350,"[0, 1, 13.0]","[50, 49.5, 49.5]",CSR_S52511,1.1628890111051973,,1500,10,1.03375,0.3,1,1.0381585394210056,1.1628890111051973,876.0,350,0,13.0,"[0, 1, 13.0]","[50, 49.5, 49.5]","[true, true, true]"
,,s52511_GridHz_064,Fdroop[-0.5hz],Droop,,1500,10,1.0381585394210056,1.03375,0.3,122.60000000000001,-350,"[0, 1, 13.0]","[50, 49.5, 49.5]",CSR_S52511,0.9703177010948374,,1500,10,1.03375,0.3,1,1.0381585394210056,0.9703177010948374,122.60000000000001,-350,0,13.0,"[0, 1, 13.0]","[50, 49.5, 49.5]","[true, true, true]"
,,s52511_GridHz_065,Fdroop[-0.5hz],Droop,,1500,10,1.0381585394210056,1.03375,0.3,613.0,0,"[0, 1, 13.0]","[50, 49.5, 49.5]",CSR_S52511,0.9822394099102046,,1500,10,1.03375,0.3,1,1.0381585394210056,0.9822394099102046,613.0,0,0,13.0,"[0, 1, 13.0]","[50, 49.5, 49.5]","[true, true, true]"
,,s52511_GridHz_066,Fdroop[-0.5hz],Droop,,1500,10,1.0375,1.0375,0.0,1226.0,0,"[0, 1, 13.0]","[50, 49.5, 49.5]",CSR_S52511,1.2386951830136483,,1500,10,1.0375,0.0,1,1.0375,1.2386951830136483,1226.0,0,0,13.0,"[0, 1, 13.0]","[50, 49.5, 49.5]","[true, true, true]"
,,s52511_GridHz_067,Fdroop[-0.5hz],Droop,,1500,10,1.0375,1.0375,0.0,876.0,350,"[0, 1, 13.0]","[50, 49.5, 49.5]",CSR_S52511,1.2386951830136483,,1500,10,1.0375,0.0,1,1.0375,1.2386951830136483,876.0,350,0,13.0,"[0, 1, 13.0]","[50, 49.5, 49.5]","[true, true, true]"
,,s52511_GridHz_068,Fdroop[-0.5hz],Droop,,1500,10,1.0375,1.0375,0.0,122.60000000000001,-350,"[0, 1, 13.0]","[50, 49.5, 49.5]",CSR_S52511,1.0620390637099717,,1500,10,1.0375,0.0,1,1.0375,1.0620390637099717,122.60000000000001,-350,0,13.0,"[0, 1, 13.0]","[50, 49.5, 49.5]","[true, true, true]"
,,s52511_GridHz_069,Fdroop[-0.5hz],Droop,,1500,10,1.0375,1.0375,0.0,613.0,0,"[0, 1, 13.0]","[50, 49.5, 49.5]",CSR_S52511,1.0724888220545965,,1500,10,1.0375,0.0,1,1.0375,1.0724888220545965,613.0,0,0,13.0,"[0, 1, 13.0]","[50, 49.5, 49.5]","[true, true, true]"
,,s52511_GridHz_070,Fdroop[-0.5hz],Droop,,1500,10,1.0368414605789944,1.04125,-0.3,1226.0,0,"[0, 1, 13.0]","[50, 49.5, 49.5]",CSR_S52511,1.3164025489574032,,1500,10,1.04125,-0.3,1,1.0368414605789944,1.3164025489574032,1226.0,0,0,13.0,"[0, 1, 13.0]","[50, 49.5, 49.5]","[true, true, true]"
,,s52511_GridHz_071,Fdroop[-0.5hz],Droop,,1500,10,1.0368414605789944,1.04125,-0.3,876.0,350,"[0, 1, 13.0]","[50, 49.5, 49.5]",CSR_S52511,1.3164025489574032,,1500,10,1.04125,-0.3,1,1.0368414605789944,1.3164025489574032,876.0,350,0,13.0,"[0, 1, 13.0]","[50, 49.5, 49.5]","[true, true, true]"
,,s52511_GridHz_072,Fdroop[-0.5hz],Droop,,1500,10,1.0368414605789944,1.04125,-0.3,122.60000000000001,-350,"[0, 1, 13.0]","[50, 49.5, 49.5]",CSR_S52511,1.1535967839906565,,1500,10,1.04125,-0.3,1,1.0368414605789944,1.1535967839906565,122.60000000000001,-350,0,13.0,"[0, 1, 13.0]","[50, 49.5, 49.5]","[true, true, true]"
